SEQ,COUNTRY,RESIDENCE,SEX,AGE,HINCOME,,MARRIAGE,CHILD,JOB,Q33,Q34_JP,,,,,,,,,,,,,,,,,,,,,,,
691,MY,クアラ・ルンプール,女性,22歳,"RM 20,000 or more",3,未婚,いない,技術職（エンジニア、プログラマーなど）,SEQ0691_1.webp,昨日の昼食。今日はまだ何も食べていない。自宅で撮影して自分一人だった。ミーゴレンを食べていて、自分で作った,自家製ミーゴレン（マレー風焼きそば）。卵入りの黄色い炒め麺に、濃厚なサンバルソースをまぶした鶏肉（アヤムゴレンまたはレンダン風）を添えた一皿。スパイシーで香ばしい家庭料理。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0691_1.webp,,#C8860A,#8B4513,#D2691E,#F0C040,#A0522D,#E8D5A0,#6B3A2A,380,8,3.2,420,620,28,22,78,3.5,1,伝統ローカル料理,1人,自分
692,MY,クラン,女性,23歳,"RM 7,000 - 7,999",2,既婚,いる,管理職（課長クラス以上）,SEQ0692_1.webp,数日前に自宅で家族と一緒に食べた昼食。マレーシア料理の中でもひときわ有名なナシレマッ（ごはん料理）を私が作った。満足感のあるおいしい食事で、その日に作ったことをとても誇りに思う。家族からもとてもおいしかったとたくさん褒められた,ナシレマッ（Nasi Lemak）：ココナッツミルクで炊いた白米に、サンバルソース、ゆで卵半分、アンチョビや玉ねぎを炒めたサンバルイカン、黄色いピクルス（アチャル）を添えたマレーシアを代表する伝統料理。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0692_1.webp,,#F5F0E8,#8B1A1A,#F4C430,#FFFDE7,#3A7CA5,#4A3728,#F5E6C8,380,8,2.8,420,520,18,14,78,3,1,伝統ローカル料理,1人,家族
693,MY,クアラ・ルンプール,女性,23歳,"RM 10,000 - 11,999",2,未婚,いない,管理職（課長クラス以上）,SEQ0693_1.webp,"昼食
昨日
昼の12時半
家の近所
友人
くつろぎながら
ポークライス
コピティアム（コーヒーショップ）",マレーシアのコピティアムで提供されるポークライス。焼豚（チャーシュー）とローストポーク（サオバク）をご飯の上に乗せ、スライスきゅうりを添えた中華系ローカル料理。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0693_1.webp,,#F5F0E8,#C4824A,#8B1A1A,#D4B896,#4A7C3F,#E8D5B0,#6B3A2A,450,8,2.8,520,720,32,28,82,2,1,伝統ローカル料理,1人,友達
694,MY,カジャン,女性,24歳,"RM 4,000 - 4,499",1,未婚,いる,事務職（教員も含む）,SEQ0694_1.webp,夕食後のデザート。親友と一緒に。,抹茶ラテ2杯（アイス）とチョコレートクロワッサン1個。濃い緑色の抹茶が牛乳と混ざり、たっぷりの氷が入ったカフェスタイルのデザートドリンクと焼き菓子のセット。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0694_1.webp,,#4a7c59,#2d5a3d,#8b6914,#3d2b1f,#c8b89a,#f5f0e8,#a8c5a0,850,52,0.6,420,680,12,28,95,3,2,多国籍料理,2人,友達
695,MY,クアラ・ルンプール,女性,25歳,"RM 9,000 - 9,999",2,未婚,いない,管理職（課長クラス以上）,SEQ0695_1.webp,2023年9月の友人たちとの昼食。卒業後に初めて集まった,マレーシアのローカル麺料理3種。手前はピクルス野菜と揚げエシャロット、魚団子入りの緑色スープ麺（アサムラクサ風）、左はドライ系麺料理、奥はスパイシーな赤いカレースープ麺。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0695_1.webp,,#8B4513,#2D5A1B,#D4691E,#F5E6C8,#C41E3A,#F0F0F0,#4A3728,1800,12,8.5,980,1450,52,38,195,14,3,伝統ローカル料理,3人,友達
696,MY,クアラ・ルンプール,女性,26歳,"RM 7,000 - 7,999",2,未婚,いる,会社団体役員,SEQ0696_1.webp,朝食。1月15日の朝、ママッ（インド系ムスリム）レストランで一人でロティチャナイ（パン）を食べている,ロティチャナイ：薄く伸ばした小麦粉生地をバターで焼いたマレーシアのインド系フラットブレッド。黄色いダル（豆カレー）と赤いカレーソースを添えた定番の朝食メニュー。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0696_1.webp,,#D4A843,#8B3A0F,#F5DEB3,#C8860A,#E8C170,#6B2D0A,#F0E6C8,350,4,2.1,420,480,12,18,68,4,1,伝統ローカル料理,1人,自分
697,MY,クラン,女性,26歳,"RM 14,000 - 15,999",3,既婚,いる,会社団体役員,SEQ0697_1.webp,朝食の食事,イングリッシュブレックファスト風の朝食プレートとエッグベネディクト。スクランブルエッグ、ソーセージ、ベイクドビーンズ、トースト、サラダ、ハッシュブラウンに加え、ホランデーズソースのエッグベネディクト。アイスコーヒー2杯付き。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0697_1.webp,,#F5DEB3,#D4A017,#8B4513,#6B8E4E,#C0392B,#F0E68C,#A0522D,850,18,4.2,980,1150,42,58,98,9,2,洋食,2人,恋人・配偶者
698,MY,クアラ・ルンプール,女性,27歳,"RM 5,000 - 5,999",2,既婚,いない,事務職（教員も含む）,SEQ0698_1.webp,焼き魚、同僚との昼食,マレーシアの伝統的なナシパダンスタイルの昼食。グリルした丸ごと魚（イカン・バカール）2皿、サンバルやソースの仕切り皿、炒め野菜・空芯菜のチリ炒め、スパイス炒め、白ご飯2皿が並ぶ豪華な食堂メニュー,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0698_1.webp,,#8B6914,#F5F5DC,#4A7C3F,#C0392B,#2C1810,#D4A017,#8B4513,1800,12,8.5,1850,1650,95,52,185,14,3,伝統ローカル料理,3人,同僚
699,MY,ペタリンジャヤ,女性,30歳,"RM 6,000 - 6,999",2,既婚,いる,管理職（課長クラス以上）,SEQ0699_1.webp,スパイシーラーメン、ハニーガーリックチキン、キムチ、ブラックカラントジュース。夕方、夫と子供と一緒に食事した。Mykori Dessertで店員が料理を作った。,韓国風スパイシーラーメン（海苔・ネギトッピング）、ハニーガーリックチキンウィング（ゴマ添え）、キムチ、ブラックカラントジュースのセット。甘辛いソースが絡んだ揚げチキンが主役。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0699_1.webp,,#8B2500,#D4691E,#F5F5F5,#1A1A1A,#8B0000,#6B3A8B,#E8C170,850,28,4.2,720,1350,58,62,135,5,2,韓国料理,2人,家族
700,MY,クアラ・ルンプール,女性,30歳,"RM 6,000 - 6,999",2,既婚,いる,サービス業（理容師、運転手など）,SEQ0700_1.webp,昼食時の料理。3日前。自宅で撮影。一人。のんびりしながら。自分で作った,濃厚な赤褐色のグレービーソースに浸った鶏肉の煮込み料理。チリやスパイスを使ったマレー風カレーまたはレンダン風の家庭料理。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0700_1.webp,,#8B2500,#A0522D,#C0392B,#F5F5F0,#4169A0,#6B3A2A,#D4694A,350,4,2.1,420,280,22,16,10,2,1,伝統ローカル料理,1人,自分
701,MY,セランゴール州のその他のエリア,女性,32歳,"RM 20,000 or more",3,既婚,いる,個人経営主、農業主,SEQ0701_1.webp,夕飯前の軽食、サクサクでおいしいクロワッサン,ピスタチオグリーンのチョコレートコーティングが施されたケーキまたはチョコレートボム。上にクラッシュピスタチオと赤いフリーズドライフランボワーズが散りばめられている。透明プラスチック容器入り。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0701_1.webp,,#8FBC6A,#C8453A,#D4AF37,#F5F0E8,#4A7C3F,#E8D5C0,#B5341E,120,28,0.2,180,420,5,26,42,2,1,多国籍料理,1人,自分
702,MY,クラン,女性,35歳,"RM 6,000 - 6,999",2,既婚,いる,管理職（課長クラス以上）,SEQ0702_1.webp,3日前に私が作ったポテト、卵、野菜サラダのマヨネーズとチーズソース添えの朝食を自宅で子供と一緒に。,茹でたポテト、ゆで卵、トマト、きゅうりなどの野菜を使ったサラダに、黄色いチーズソースとマヨネーズをたっぷりかけた家庭料理。カラフルな果物柄の皿に盛り付けられている。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0702_1.webp,,#F5C518,#E8A020,#D94F3D,#8DB560,#F5F0E8,#C8B870,#FAEBD7,350,6.5,1.8,620,420,12,28,32,4.5,1,多国籍料理,1人,家族
703,MY,シャー・アラム,女性,37歳,"RM 8,000 - 8,999",2,既婚,いる,専業主婦・主夫,SEQ0703_1.webp,ちょうど夕食時で、サンバル（辛味調味料）添えのライスと魚のフライを食べている。夫と子どもたちと一緒に食事をしている。私が料理を作る。魚は近くの店で購入した,サンバルソースをたっぷりかけた揚げ魚（イカン・ゴレン・サンバル）。丸ごと一匹の魚をカリッと揚げ、真っ赤なサンバルチリソースで覆ったマレーシアの家庭料理。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0703_1.webp,,#C0392B,#8B4513,#D35400,#F39C12,#2C3E50,#E74C3C,#795548,400,8,2.8,620,380,32,22,14,2.5,3,伝統ローカル料理,3人,家族
704,MY,セランゴール州のその他のエリア,女性,38歳,"RM 3,000 - 3,499",1,既婚,いる,会社団体役員,SEQ0704_1.webp,夕食。3日前に自宅で兄（または弟）、姉（または妹）、母、息子と。母が作ってくれた,ミーゴレンと思われる炒め麺料理。細い麺を醤油や唐辛子ベースのスパイシーなソースで炒めた、オレンジ・茶色がかった見た目の家庭料理。ステンレスの大皿に盛られている。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0704_1.webp,,#C4541A,#8B3A0F,#D4742A,#A0522D,#E8892E,#6B3020,#C0C0C0,800,12,4.5,420,720,18,22,110,4,4,伝統ローカル料理,4人以上,家族
706,MY,スバンジャヤ,女性,43歳,"RM 12,000 - 13,999",3,既婚,いる,技術職（エンジニア、プログラマーなど）,SEQ0706_1.webp,チーチョンファン（蒸しクレープ）。午後のおやつ。2024年1月24日に撮影,チーチョンファン（猪腸粉）。薄い米粉シートを丸めた蒸しクレープで、甘辛い醤油ベースのソース、揚げエシャロット、白ごまをトッピング。マレーシアの定番おやつ。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0706_1.webp,,#F5F0E8,#3D1A08,#C4A882,#D4B896,#8B6914,#F0EDE6,#2C1505,250,12,1.8,120,320,5,6,62,1,1,伝統ローカル料理,1人,自分
707,MY,スバンジャヤ,女性,44歳,"RM 12,000 - 13,999",3,既婚,いる,技術職（エンジニア、プログラマーなど）,SEQ0707_1.webp,私のお気に入りの朝食,トーストしたパンに炒り卵（スクランブルエッグ）を挟んだサンドイッチ。コピティアム定番のカヤトースト風朝食で、余分な卵とケチャップ・マヨネーズを添えた一品。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0707_1.webp,,#D4A554,#F5E642,#FFFFFF,#C0392B,#F0C060,#8B6914,#F5A623,280,6,1.4,220,420,18,22,38,2,1,伝統ローカル料理,1人,自分
708,MY,クアラ・ルンプール,女性,44歳,"RM 3,500 - 3,999",1,既婚,いる,営業・販売職（セールスマン、店員など）,SEQ0708_1.webp,野菜炒めとたまご,濃い緑色の葉野菜（カンクン/ほうれん草系）と卵を炒めた料理。ニンニクや醤油ベースのソースで味付けされ、卵は炒り卵状に混ぜ込まれている。マレーシア家庭料理風の野菜炒め。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0708_1.webp,,#2D5A27,#1A3D15,#D4A843,#F5F0E8,#8B6914,#4A7A3A,#C8B87A,180,2.5,1.4,520,145,7.5,9.5,6,3.2,1,伝統ローカル料理,1人,自分
709,MY,クアラ・ルンプール,女性,44歳,"RM 14,000 - 15,999",3,既婚,いる,技術職（エンジニア、プログラマーなど）,SEQ0709_1.webp,スリペタリンの蒸気船で遅いランチ。夫と息子と一緒に,スチームボート（火鍋）セット。味噌または醤油ベースのスープに白菜、エノキ、コーン、しいたけ、魚団子、豚バラ肉スライス、ベーコン、ご飯、中華麺が付いた鍋料理,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0709_1.webp,,#D4A017,#F5E6C8,#8B1A1A,#F5F5F0,#C8A882,#4A3728,#E8C080,2200,12,8.5,1850,1450,72,58,165,12,3,伝統ローカル料理,3人,家族
710,MY,シャー・アラム,女性,45歳,"RM 4,000 - 4,499",1,既婚,いる,専業主婦・主夫,SEQ0710_1.webp,カヤボール,カヤボール（Juicy Kaya Ball）：マレーシアの人気スナック。ふんわりした生地の中にカヤジャム（ココナッツミルクと卵のジャム）を詰めた丸いミニパンケーキ風のお菓子。透明容器に約20個入り。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0710_1.webp,,#D4924A,#C47D35,#E8A85F,#F5C27A,#8B5E3C,#FDEAC8,#B8860B,300,42,1.2,180,720,12,28,105,2,2,伝統ローカル料理,2人,恋人・配偶者
711,MY,ペタリンジャヤ,女性,45歳,"RM 5,000 - 5,999",2,既婚,いる,会社団体役員,SEQ0711_1.webp,クエ・タラム・スリムカ。ティータイムのため。24年1月14日に撮影。子供と一緒に自宅の台所で撮影。食事の片付けをした。料理は自分で作った。,クエ・タラム・スリムカ（Kuih Talam Serimuka）は、パンダンリーフで色付けされた鮮やかな緑色のカスタード層と、もち米の白い層からなるマレーシアの伝統的な2層スイーツ菓子。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0711_1.webp,,#3CB044,#2E8B35,#A8D5A2,#C0C0C0,#F5F5DC,,,800,72,1.2,420,1120,14,28,195,3,8,伝統ローカル料理,4人以上,家族
712,MY,クアラ・ルンプール,女性,46歳,"RM 10,000 - 11,999",2,離別,いる,無職,SEQ0712_1.webp,昼食。23年1月15日午後16:56、クアラルンプールで撮影した。1人で。,マクドナルドのゴールデン・プロスペリティ・バーガー（ビーフ）。金色の特別包装に包まれた旧正月限定バーガーで、ビーフパティにブラックペッパーソースを使用したマレーシア限定メニュー。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0712_1.webp,,#D4AF37,#8B0000,#2C2C2C,#C8A96E,#F5F5F5,,,220,8,2.1,380,558,28,28,48,2,1,洋食,1人,自分
713,MY,クアラ・ルンプール,女性,46歳,"RM 12,000 - 13,999",3,既婚,いる,専業主婦・主夫,SEQ0713_1.webp,先週土曜日（1月13日）、配偶者と子どもと昼食に食べたカリーミー（カレー麺）。近くのフードコートでテイクアウトして自宅で食べた,マレーシアのカリーミー（カレー麺）。スパイシーな赤いカレースープに麺、豆腐、半熟卵、エビ、もやし、イカが入ったフードコートの定番ローカル料理。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0713_1.webp,,#C0392B,#E8C39E,#F5F5F0,#D4A017,#8B4513,#F0E68C,#2C1810,550,5,3.2,520,480,22,18,58,3.5,1,伝統ローカル料理,1人,家族
714,MY,クラン,女性,47歳,"RM 4,000 - 4,499",1,離別,いる,管理職（課長クラス以上）,SEQ0714_1.webp,台湾旅行に行ったときに撮った写真。私たちは現地の有名なレストランで昼食をとっていた。料理はレストランのシェフが作った,台湾の高級レストランでの円卓料理。魚の姿煮、火鍋スープ、炒め物、ご飯、各種副菜など多彩な台湾料理が並ぶ豪華な宴席料理。蒸し魚や野菜炒めなどが含まれる。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0714_1.webp,,#F5E6C8,#8B4513,#D4A017,#FFFFFF,#556B2F,#C0392B,#F0E68C,4500,35,28,3200,3800,180,120,420,28,8,中華,4人以上,友達
715,MY,クアラ・ルンプール,女性,49歳,"RM 7,000 - 7,999",2,既婚,いる,事務職（教員も含む）,SEQ0715_1.webp,昼食。調理後すぐに撮った。昼、自宅で撮った。子供と一緒に料理をした。キューピーのグリルチキン。子供がこの料理を作った。,アルミトレーに盛られたグリルチキンとポテトウェッジ。キューピーのタレを使用し、香ばしく焼き上げた鶏肉とじゃがいもが主体。隣にはグレービーソースが添えられている。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0715_1.webp,,#C8860A,#D4A853,#8B4513,#F0C060,#A0522D,#E8D5A0,#2C2C2C,650,8,3.2,980,720,48,32,58,4.5,2,伝統ローカル料理,2人,家族
716,MY,シャー・アラム,女性,51歳,"RM 8,000 - 8,999",2,未婚,いない,個人経営主、農業主,SEQ0716_1.webp,母と姉（または妹）とテレビを見ながら食べた夕食。地元のスーパーで買った切りたての完熟マンゴーを食べた,完熟マンゴーをスライスしたフルーツ。黒いプラスチック容器に盛られた黄色いマンゴーの果肉で、果肉は鮮やかな黄橙色で熟度が高く甘みが強い。種周りの薄切りと厚切りが混在している。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0716_1.webp,,#F5C518,#F0A830,#E8D870,#FFF0A0,#D4920A,#1A1A1A,#2B2B6B,200,24,0,320,120,1.6,0.6,30,2.6,3,伝統ローカル料理,3人,家族
717,MY,クアラ・ルンプール,女性,51歳,"RM 12,000 - 13,999",3,既婚,いない,事務職（教員も含む）,SEQ0717_1.webp,"先週金曜日のランチ、2024年1月12日
自宅で午後2時ごろ撮影。家で一人で在宅勤務をしているとき
自分で作ったお粥を食べている",自家製お粥（白粥）に野菜と卵の炒め物、漬け野菜と鶏肉の副菜を添えた中華系マレーシア家庭料理。柔らかく炊いた米粥に人参などが入り、青菜と卵の炒め物、酸菜鶏肉を組み合わせた栄養バランスの良い一食。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0717_1.webp,,#F5F0E0,#F4C842,#4A7C3F,#D4A96A,#8B6914,#C8B89A,#7B5E3A,650,4,2.8,520,420,18,12,58,3.5,1,伝統ローカル料理,1人,自分
718,MY,クラン,女性,52歳,"RM 7,000 - 7,999",2,既婚,いる,サービス業（理容師、運転手など）,SEQ0718_1.webp,息子との昼食。先週の日曜日に撮った。タイ料理フェスティバルで,タイ料理フェスティバルで提供されたトムヤムヌードル。カップ麺スタイルで、スパイシーなスープにエビせんべい（クラッカー）と麺が入り、箸で食べる。緑茶やタイティーなどの飲み物を添えて。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0718_1.webp,,#C8A96E,#8B6914,#F5F0E8,#4A7C3F,#D4822A,#E8D5B0,#6B4C2A,350,6,2.8,380,420,12,14,58,3,1,東南アジア料理,1人,家族
719,MY,シャー・アラム,女性,56歳,"RM 10,000 - 11,999",2,既婚,いない,専業主婦・主夫,SEQ0719_1.webp,アップロードした写真は、サンウェイピラミッド（モール）のVillage Roast Duckレストランで夫と一緒にランチしたときの料理の一つ。日付は2023年3月だが、先週の土曜日（2024年1月14日）にも同じものを食べている,サンバルソースで炒めたアヒル肉と野菜の炒め物。インゲン豆、玉ねぎ、赤唐辛子、オクラなどを使い、スパイシーなサンバルペーストで仕上げた典型的なマレーシアの中華系ローカル料理。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0719_1.webp,,#4a7c3f,#8b4513,#f5f5dc,#c41e3a,#6b4c3b,#d4a017,#9b59b6,350,6,2.8,620,320,22,18,16,5,1,伝統ローカル料理,1人,恋人・配偶者
720,MY,クアラ・ルンプール,女性,57歳,"RM 9,000 - 9,999",2,未婚,いない,サービス業（理容師、運転手など）,SEQ0720_1.webp,兄弟・姉妹との昼食,カレーソースで煮込んだチキンカレー、白米、フライドポテトの3点セット。黄色いカレーソースにチキンと野菜が絡んでおり、マレーシアのローカル食堂でよく見られる定食スタイル。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0720_1.webp,,#F5E6C8,#D4A017,#F5F0E8,#C8A96E,#E8D5A3,#8B6914,#FFFFFF,550,6,2.8,680,820,32,28,105,4,1,伝統ローカル料理,1人,家族
721,MY,シャー・アラム,女性,58歳,"RM 3,500 - 3,999",1,既婚,いない,専業主婦・主夫,SEQ0721_1.webp,朝食で、2024年1月17日水曜日の午前9時に自宅で一人で撮影。半熟卵、ブロッコリー、カボチャ、ゴマドレッシングのサラダ。仕事に出かける前に配偶者が作ってれた,半熟卵、ブロッコリー、カボチャ、ニンジン、黄色パプリカをゴマドレッシングで和えた温野菜サラダ。栄養バランスの良い手作り朝食で、濃紺のボウルに盛り付けられている。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0721_1.webp,,#F4A623,#4A7C3F,#E8E8E8,#F5C842,#D46B2A,#FAFAFA,#2C3E6B,350,8.5,1.2,720,210,10.5,10,18,5.5,1,多国籍料理,1人,自分
722,MY,ペタリンジャヤ,女性,59歳,"RM 4,000 - 4,499",1,未婚,いない,営業・販売職（セールスマン、店員など）,SEQ0722_1.webp,野菜スープ,大根、にんじん、ネギが入った薄味の透明なスープ。金属製の鍋に入っており、シンプルな野菜スープ。マレーシア家庭風の素朴な汁物料理。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0722_1.webp,,#D4C89A,#F5F5F0,#E8742A,#6B8E4E,#C8B87A,#F0ECD8,#8B7355,600,4.2,1.5,380,45,1.8,0.5,8.5,2.3,2,伝統ローカル料理,2人,家族
,,,,,,,,,,,,,,,,,,,,,,400,5,2,450,,,,,,,,1人,自分
