SEQ,COUNTRY,RESIDENCE,SEX,AGE,HINCOME,,MARRIAGE,CHILD,JOB,Q33,Q34_JP,,,,,,,,,,,,,,,,,,,,,,,
46,JP,東京都,男性,58歳,500万円以上 600万円未満,2,既婚,いる,サービス業（理容師、運転手など）,SEQ0046_1.webp,1週間前の夕食、1人でラーメン屋でラーメン。,醤油ラーメン。チャーシュー3枚、煮卵、なると、メンマ、海苔、ネギをトッピングした澄んだ醤油ベースのスープに中細縮れ麺が入った日本の代表的なラーメン。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0046_1.webp,,#C8860A,#8B4513,#1C1C1C,#F5DEB3,#FF6B35,#FFFAFA,#4A7C4E,850,8,6.5,520,620,32,22,72,3,1,韓国料理,1人,自分
47,JP,東京都,男性,59歳,500万円以上 600万円未満,2,既婚,いる,営業・販売職（セールスマン、店員など）,SEQ0047_1.webp,"夕食
20240117
1905
自宅キッチン
一人で娘が作ったワンプレート
新聞を読みながら",白米の上に豚肉と玉ねぎ、黄色ピーマンを甘辛タレで炒めた生姜焼き丼。刻み海苔をトッピングし、付け合わせにスプラウトとミニトマトを添えた家庭料理。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0047_1.webp,,#F5F5DC,#D4A843,#8B7355,#2D2D2D,#FF6347,#C8E6C9,#F0E68C,420,12.5,2.1,520,580,22,14,82,3.2,1,伝統ローカル料理,1人,自分
48,JP,神奈川県,女性,16歳,600万円以上 700万円未満,2,未婚,いない,高校生、浪人生,SEQ0048_1.webp,"夕食
24年1月7日20時頃
神奈川県のファミレス
友人と
会話しながら
ピザとチーズフォンデュ
ガスト",マルゲリータ風ピザ。トマトソースベースにモッツァレラチーズとバジルソースをたっぷりのせ、薄めのクリスピー生地で焼き上げた本格的なイタリアンピザ。付け合わせにソーセージ、ブロッコリー、クリームソース添え。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0048_1.webp,,#D4622A,#F5E6C8,#4A7C3F,#C8A96E,#FFFFFF,#8B4513,#F0F0E8,650,18,4.2,620,1420,52,58,168,6.5,2,伝統ローカル料理,2人,友達
49,JP,東京都,女性,16歳,わからない／答えたくない,0,未婚,いる,高校生、浪人生,SEQ0049_1.webp,"夕食
2023年12月前半
18時前後
母と一緒に買い物をしに行った時に食べたアジアン料理",ベトナム料理セット。フォー（牛肉入り米麺スープ）、生春巻き（エビ・野菜入り）、ピーナッツ＆チリソース添え、ピーナッツカレースープ、白米。新鮮なハーブとライムを使った本格的なベトナム料理。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0049_1.webp,,#C8A882,#4A7C59,#D4401A,#F5F0E8,#8B4513,#E8D5B0,#2E5E3E,1450,18,6.8,1250,890,42,24,118,9,2,伝統ローカル料理,2人,家族
50,JP,埼玉県,女性,18歳,わからない／答えたくない,0,未婚,いない,大学生（短大含む）、高専生、大学院生,SEQ0050_1.webp,友達とビックリドンキー,ハンバーグまたはチキンステーキに黄色いソース（チーズまたはマスタード系）をかけ、千切りキャベツ、白米、ミニトマトを添えた定食。赤い陶器皿に盛り付けられ、味噌汁付き。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0050_1.webp,,#C0392B,#F5F5DC,#8BC34A,#F4D03F,#8B4513,#FF6347,#D2B48C,1800,18,5.5,1200,1650,72,48,220,9,3,伝統ローカル料理,3人,友達
51,JP,神奈川県,女性,19歳,250万円以上 300万円未満,1,未婚,いない,事務職（教員も含む）,SEQ0051_1.webp,"昼食
2023年4月ごろ
姉と
学校帰りに
ケーキ
サイゼリヤ",苺ソースがマーブル状に渦巻くレアチーズケーキ。白いクリームチーズベースに赤い苺ジャムを流し込み、スワール模様が美しい冷製デザート。ペーパーカップに入った一切れ。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0051_1.webp,,#FFFFFF,#C0392B,#E8D5D5,#F1948A,#F5F5F5,#A93226,#FAD7D7,120,18,0.2,85,280,4.5,18,26,0.3,1,伝統ローカル料理,1人,家族
52,JP,千葉県,女性,20歳,"900万円以上 1,000万円未満",3,未婚,いない,専門学校生,SEQ0052_1.webp,"朝食
2023年4月頃
朝8時頃
コメダ珈琲
母と父
おしゃべりしながら
ハンバーガー、トースト
コメダ珈琲で買ったもの",バゲットとバター、ハンバーガー、フライドポテト、クッキー、生クリーム、バナナチップスなどが並ぶカフェスタイルのセットミール。紙袋に包まれたバーガーが中心。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0052_1.webp,,#C8A96E,#F5F0E8,#8B6914,#D4C5A9,#FFFFFF,#E8D5B7,#6B4423,650,28,3.2,520,920,28,42,105,5.5,2,伝統ローカル料理,2人,家族
53,JP,神奈川県,女性,20歳,わからない／答えたくない,0,未婚,いない,大学生（短大含む）、高専生、大学院生,SEQ0053_1.webp,"夕食
2024年1月13日
18時頃
自宅で恋人と映画を観ながらコストコとスーパーで買ってきたエビと寿司を食べた。",寿司盛り合わせ（マグロ、サーモン、エビ、卵焼き、巻き寿司など）、ボイルエビのカクテル、醤油、ワサビを含む日本風パーティーフード。シャンパン付き。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0053_1.webp,,#F4A460,#E8E8E8,#8B0000,#FF6347,#F5F5DC,#2F4F4F,#FFD700,850,12.5,5.8,820,680,48,12.5,78,2.5,2,伝統ローカル料理,2人,恋人・配偶者
54,JP,東京都,女性,22歳,わからない／答えたくない,0,未婚,いない,大学生（短大含む）、高専生、大学院生,SEQ0054_1.webp,"昼食
1月15日(月)
13時頃
1人で食べた
駅構内のカフェ",日本式カレーライス。雑穀米を使用した白米に、牛肉・じゃがいも・にんじん入りの濃厚なブラウンカレーソースを添えた定食スタイル。アイスコーラ付き。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0054_1.webp,,#8B4513,#F5F5DC,#2C1A0E,#D2691E,#FFFFF0,#1C1C1C,#8B0000,650,18.5,3.2,620,820,18,22,125,4.5,1,伝統ローカル料理,1人,自分
55,JP,東京都,女性,23歳,わからない／答えたくない,0,未婚,いない,大学生（短大含む）、高専生、大学院生,SEQ0055_1.webp,"夕食
先週
18時頃
家で
母親と",きつねうどん。太めの平打ちうどんに醤油ベースの出汁スープ、油揚げ、青菜、鰹節をトッピング。副菜として白菜サラダと野菜の炒め物が添えられている。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0055_1.webp,,#C8860A,#F5E6C8,#4A7C3F,#D4A853,#8B6914,#F0EAD6,#B8860B,550,8.5,3.8,420,420,14,8,72,3.5,1,多国籍料理,1人,家族
56,JP,埼玉県,女性,24歳,300万円以上 350万円未満,1,未婚,いない,営業・販売職（セールスマン、店員など）,SEQ0056_1.webp,年越しそば,海老天ぷらそば。蕎麦に大きな海老天ぷら、豚肉、なると、生卵黄をトッピングした和風だし汁の温かい蕎麦。具材豊富で見た目も豪華な一品。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0056_1.webp,,#8B4513,#F4A460,#F5DEB3,#FF6347,#FFA500,#D2691E,#FFFACD,650,8.5,4.2,520,620,28.5,18,78,3.5,1,洋食,1人,自分
57,JP,千葉県,女性,25歳,"1,100万円以上 1,200万円未満",3,未婚,いない,営業・販売職（セールスマン、店員など）,SEQ0057_1.webp,"夕食
18時ごろ
父が作ったカレー、野菜を食べている",日本の家庭料理の夕食。カレーライス、青菜の炒め物、鶏肉の炒め物、小鉢料理数品が並ぶバランスの取れた和洋折衷の食卓。複数の副菜と主菜で構成。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0057_1.webp,,#F5F0E8,#8B6914,#4A7C3F,#D4A843,#C8B89A,#7B4F2E,#E8E0D0,850,28,5.8,1250,720,32,18,98,8,2,伝統ローカル料理,2人,家族
58,JP,東京都,女性,25歳,600万円以上 700万円未満,2,未婚,いない,事務職（教員も含む）,SEQ0058_1.webp,2023年4月の昼、恋人と出かけた時のカフェでのご飯,厚焼きパンケーキ（バター・メープルシロップ添え）、カツサンド、ベリーアイスクリームフロートとブルーソーダの4品。カフェスタイルの甘じょっぱいセット。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0058_1.webp,,#C8853A,#F5E6C8,#C0392B,#1A6FA8,#F8F0E3,#8B4513,#F2C4CE,950,85,3.2,620,1420,32,48,210,4.5,2,伝統ローカル料理,2人,恋人・配偶者
59,JP,神奈川県,女性,26歳,"900万円以上 1,000万円未満",3,既婚,いる,事務職（教員も含む）,SEQ0059_1.webp,"昼食
2023年8月11日12時半頃
自宅で友人と話しながら食べた
つくね、厚揚げと茄子のあんかけ、茄子の煮浸し、きゅうりとツナのサラダ
友人が作った",和食の定食スタイル。チーズのせ肉団子（つくね）、茄子と豆腐の煮物、茄子の煮浸し、きゅうりの酢の物、雑穀米2杯で構成された家庭料理。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0059_1.webp,,#C8813A,#F5F0E8,#4A7C3F,#8B4A6B,#E8D5A0,#D4956A,#FAFAFA,1200,18,6.5,1850,820,42,28,95,9,2,伝統ローカル料理,2人,友達
60,JP,千葉県,女性,27歳,"1,200万円以上 1,500万円未満",3,未婚,いない,事務職（教員も含む）,SEQ0060_1.webp,昼食　2024年1月13日　11時半ごろ　付き合っている人と　話をしながら天津飯セットを食べた　餃子の王将,天津飯（カニ玉あんかけご飯）、餃子6個、唐揚げ、スープのセット。卵とカニカマを使ったふわふわの玉子が醤油あんで覆われ、パリッと焼いた餃子が添えられた中華定食。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0060_1.webp,,#E8A830,#C4722A,#F5E6C8,#8B6914,#D4956A,#F0D080,#FFFFFF,950,28,5.8,620,1050,38,32,148,4.5,1,伝統ローカル料理,1人,恋人・配偶者
61,JP,東京都,女性,27歳,400万円以上 450万円未満,2,未婚,いない,営業・販売職（セールスマン、店員など）,SEQ0061_1.webp,"昼食
13時ごろ
家族
ステーキ屋",グリルステーキにフライドオニオンリングをトッピング。付け合わせにカーリーフライとクリーミーなマッシュポテト。こんがり焼いた肉が食欲をそそるアメリカンスタイルの一皿。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0061_1.webp,,#3B1A0A,#C8922A,#F5E6C8,#E8C87A,#F0F0DC,#8B5E3C,#D4A057,650,6,3.2,980,920,48,52,68,4,1,伝統ローカル料理,1人,家族
62,JP,千葉県,女性,29歳,400万円以上 450万円未満,2,未婚,いない,会社団体役員,SEQ0062_1.webp,昼食、2023.12.29、13時頃、仕事の先輩と年越し蕎麦ランチ,カレーライスと稲荷そばのセット。白米に濃厚なビーフカレーをかけ福神漬け添え。そばは油揚げ・なると・わかめ・青菜入りの温かい汁そば。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0062_1.webp,,#8B4513,#F5F5DC,#FF6347,#2F4F4F,#D2691E,#FFA500,#FFFFFF,750,28,5.8,680,820,28,18,130,6,1,洋食,1人,同僚
63,JP,埼玉県,女性,30歳,800万円以上 900万円未満,3,既婚,いる,事務職（教員も含む）,SEQ0063_1.webp,"昨日の昼食
友人と電車待ちの時間で駅の改札内のカフェでサラダを食べました",レタスをベースに、豆腐、アボカド、キヌア、かぼちゃの種、ひまわりの種、フェタチーズ、ドライトマト、雑穀をトッピングした栄養豊富なグレインボウルサラダ。ゴディバカフェのラテ付き。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0063_1.webp,,#4CAF50,#F5F5F5,#8BC34A,#FFF9C4,#795548,#CDDC39,#D32F2F,380,6.5,1.2,820,420,18,22,38,9,1,洋食,1人,友達
64,JP,神奈川県,女性,30歳,600万円以上 700万円未満,2,既婚,いる,専業主婦・主夫,SEQ0064_1.webp,昨日の昼食のお弁当。,二段式弁当箱。右段は鮭フレークと海苔をのせた白米。左段は唐揚げ、卵焼き、ひじき、いんげん、きんぴらごぼう、ほうれん草、フィッシュソーセージ、コロッケ、マッシュルームなど多彩なおかずを盛り合わせた典型的な日本の家庭弁当。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0064_1.webp,,#F5F0E8,#C8873A,#F5D060,#2D5A1B,#1A1A1A,#E8C4A0,#D4502A,650,18,3.2,620,720,28,22,98,5.5,1,伝統ローカル料理,1人,自分
65,JP,神奈川県,女性,31歳,500万円以上 600万円未満,2,既婚,いる,専業主婦・主夫,SEQ0065_1.webp,"夕食
2023年12月24日
17時頃
家族と話ながらレストランでステーキとサラダのプレートを食べました。",グリルしたビーフステーキをスライスし、赤ワインソースをかけたもの。マッシュポテトの上に盛り付け、ケール・紫玉ねぎ・大根のサラダを添えた洋食プレート。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0065_1.webp,,#8B2500,#C17A4A,#4A7C3F,#F5F0E8,#6B0F1A,#D4A96A,#9B4B8C,450,8,2.8,820,620,42,38,22,4,1,伝統ローカル料理,1人,家族
66,JP,東京都,女性,31歳,"1,200万円以上 1,500万円未満",3,既婚,いない,技術職（エンジニア、プログラマーなど）,SEQ0066_1.webp,"昼食
1月16日撮影、12時半頃
自宅
配偶者と食べた食事。
ご飯を食べる前に食事記録として撮った。
食べたもの→ご飯、納豆、鮭の野菜蒸し、お味噌汁
誰かが作った→自分で作った",典型的な和朝食セット。鮭の塩焼きと白菜の蒸し煮、納豆ご飯、小松菜とわかめの味噌汁。シンプルで栄養バランスの良い家庭料理。2人分が盛り付けられている。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0066_1.webp,,#F5F0E8,#E8734A,#F2F2F0,#8B6914,#4A7C4E,#D4B896,#C8A882,750,8.5,3.8,1250,620,42,18,72,6.5,2,中華,2人,恋人・配偶者
67,JP,埼玉県,女性,33歳,"1,000万円以上 1,100万円未満",3,既婚,いる,専業主婦・主夫,SEQ0067_1.webp,"夕食
2024/1/17
18時ころ
家族と。",生姜焼き定食。豚肉の生姜焼きをメインに、千切りキャベツ、白米、味噌汁、かぼちゃそぼろあんかけを添えた典型的な日本の定食スタイル。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0067_1.webp,,#D4956A,#F5F5DC,#8B6914,#4A7C3F,#F4A460,#FFFEF0,#8B4513,750,18,3.8,920,720,32,22,95,5.5,1,洋食,1人,家族
68,JP,埼玉県,女性,33歳,350万円以上 400万円未満,2,未婚,いない,営業・販売職（セールスマン、店員など）,SEQ0068_1.webp,"本日の夕食

一人で、残業のため遅くなってしまった8時半に、ダイエットもしたいので手作り卵と出汁のみの茶碗蒸し",土鍋で調理されたクリーミーなリゾットまたは雑炊風の料理。白米とチーズまたはクリームソースが混ざり合い、表面は滑らかでとろりとした質感。バター風味が感じられる洋風仕上げ。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0068_1.webp,,#F5F0DC,#E8DFC0,#C4A882,#F9F5E7,#8B6914,#D4C99A,#FFFFFF,450,2.5,1.8,180,520,12,22,68,0.8,1,伝統ローカル料理,1人,自分
69,JP,東京都,女性,35歳,250万円以上 300万円未満,1,未婚,いない,管理職（課長クラス以上）,SEQ0069_2.webp,"夕食
昨日
牛丼
自分で作った",牛丼（薄切り牛肉と玉ねぎを甘辛タレで煮込みご飯にのせ、生卵黄をトッピング）、豆腐とわかめの味噌汁、キャベツと海藻の和え物のセット。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0069_2.webp,,#8B4513,#F4A460,#FFD700,#2F4F2F,#FFFACD,#4A3728,#D2B48C,750,18,3.8,820,780,32,22,98,4.5,1,伝統ローカル料理,1人,自分
70,JP,千葉県,女性,35歳,700万円以上 800万円未満,2,未婚,いない,サービス業（理容師、運転手など）,SEQ0070_1.webp,2023年11月18日、昼食、14時頃、父と冬物の服を見に行った帰りに、とんかつ屋さんで昼食を頂きました。そのときに、服の感想や他に何をどの店に見に行くかを話していました。,とんかつ定食（和幸）。厚切りロースまたはヒレカツをパン粉で揚げた黄金色のとんかつに、千切りキャベツ、白米、味噌汁、漬物が添えられた定番の日本食定食。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0070_1.webp,,#D4922A,#F5F0E8,#6B8C3E,#FFFFFF,#8B7355,#C8B89A,#A0522D,650,8.5,3.2,720,950,38,42,98,4.5,1,伝統ローカル料理,1人,家族
71,JP,埼玉県,女性,37歳,わからない／答えたくない,0,既婚,いる,専業主婦・主夫,SEQ0071_1.webp,"夕食
2023.12.29
18時ごろ

家族
ゆず庵の食べ放題を食べました
すし、しゃぶしゃぶ、すき焼き、ポテト、スイーツ",多種類の寿司盛り合わせ。エビ、タコ、マグロなどのにぎり寿司と、カニ・イクラ・エビの手巻き寿司、天ぷら手巻き寿司。シャリの上に新鮮な海鮮ネタが乗り、海苔で包まれた豪華な日本料理。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0071_1.webp,,#F5E6D3,#F4A460,#8B0000,#2D5A1B,#FFFFFF,#D2691E,#FFB6C1,1200,18,6.5,980,980,52,14,152,3.5,3,伝統ローカル料理,3人,家族
72,JP,神奈川県,女性,37歳,700万円以上 800万円未満,2,既婚,いる,専業主婦・主夫,SEQ0072_1.webp,1月18日の夕食、5時頃撮影、自分で作りました。これから子供と2人で食べます。夫は帰宅後に同じ物を食べます。,目玉焼き乗せハンバーグと梨スライス、フェタチーズとミニトマトのサラダ、漬物または煮物の小鉢、琥珀色の飲み物（紅茶またはウイスキー）で構成された洋食ベースの食事。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0072_1.webp,,#F5F0E8,#C0392B,#F9E4B7,#FFFFFF,#8B4513,#FFA500,#D4AC6E,650,12,2.8,780,620,32,38,28,4.5,1,伝統ローカル料理,1人,家族
73,JP,神奈川県,女性,37歳,700万円以上 800万円未満,2,既婚,いない,事務職（教員も含む）,SEQ0073_2.webp,"1月１日昼頃
家で夫と。
自分で作ったものと、義実家からのいただき物でお節を。",日本の正月料理「おせち料理」。重箱に詰められた伊達巻、黒豆、なます、きんぴらごぼう、栗きんとん、筑前煮風の鶏肉巻き、かまぼこ、金柑など縁起物の料理が並ぶ伝統的な祝い膳。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0073_2.webp,,#C8860A,#1A1A1A,#F5E642,#E8A0A0,#F5F0E8,#8B4513,#FF6B35,850,38,4.8,1250,680,28,22,85,6.5,2,和食,2人,恋人・配偶者
74,JP,東京都,女性,38歳,"1,000万円以上 1,100万円未満",3,既婚,いる,専業主婦・主夫,SEQ0074_2.webp,"朝食
2024年1月16日
7時
リビング
自分だけ",食パンにストロベリージャムを塗ったトースト、豆腐と野菜の味噌汁、牛乳、バナナ半本、カスタードプリン（ダース）からなる和洋折衷の朝食セット。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0074_2.webp,,#F5F5DC,#E8473F,#8B6914,#F5E642,#FFFFFF,#8B4513,#D2B48C,550,38,1.8,520,520,14,9,88,3.5,1,和食,1人,自分
75,JP,神奈川県,女性,40歳,わからない／答えたくない,0,既婚,いない,営業・販売職（セールスマン、店員など）,SEQ0075_1.webp,ミートソースパスタを友人と,ミートソーススパゲッティ。トマトベースの挽き肉ソースにパルメザンチーズをかけた定番イタリアン。付け合わせにレタス・紫キャベツ・人参のサラダ添え。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0075_1.webp,,#C0392B,#E8A87C,#2C3E8C,#5D8A3C,#F4A460,#F5F5DC,#8B4513,380,12,2.8,620,580,22,18,78,5,1,洋食,1人,友達
76,JP,東京都,女性,40歳,350万円以上 400万円未満,2,未婚,いない,事務職（教員も含む）,SEQ0076_1.webp,"2023年1月2日休日のブランチ。10時頃。
母親との食事。2人で準備した。
パンとサラダ、ホイップミルク乗せデカフェコーヒー。",生ハムとルッコラ、ミニトマトのサラダ、コーンパン、スコーン、サンドイッチ、ミルクティーなどで構成されたヨーロッパ風ブランチプレート。彩り豊かで見た目も華やか。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0076_1.webp,,#F5F0E8,#8B2E2E,#4A7C3F,#C8A882,#D4453A,#F2E6D0,#2C4A7C,650,18,2.8,620,720,28,22,95,5.5,2,洋食,2人,家族
77,JP,東京都,女性,40歳,600万円以上 700万円未満,2,既婚,いる,自由業、専門職（医者、弁護士など）,SEQ0077_1.webp,"昼食
2024年1月10日12時頃
友人
サラダやハムの惣菜を買ってきて食べた。",ビュッフェスタイルの盛り合わせプレート。グリーンサラダ、赤玉ねぎ、ラディッキオなどの野菜と、ローストビーフ、スモークチキン、ハム、カニサラダなどの肉・海鮮類を一皿に盛り付けたもの。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0077_1.webp,,#4a7c3f,#8b1a1a,#c8a882,#d4a0a0,#f5f0e8,#7d3c3c,#e8d5b0,380,4.2,2.1,620,420,28.5,24,18.5,3.8,1,多国籍料理,1人,友達
78,JP,千葉県,女性,41歳,200万円未満,1,既婚,いない,営業・販売職（セールスマン、店員など）,SEQ0078_1.webp,"夕食 
2024年1月2日
夜8時くらい
夫と
パスタ ビーフシチュー サラダ",あさりとニラのスパゲッティ。細めのパスタにあさりの身とニラを炒め合わせ、ガーリック風味で仕上げた和洋折衷の一品。副菜として椎茸の煮物も添えられている。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0078_1.webp,,#F5E6C8,#4CAF50,#D4C5A9,#2E7D32,#8B7355,#F0F0F0,#A0522D,380,4.2,2.1,420,520,18.5,12,78,4.5,1,和食,1人,恋人・配偶者
79,JP,東京都,女性,41歳,わからない／答えたくない,0,既婚,いる,専業主婦・主夫,SEQ0079_1.webp,"昼食
2023年夏頃
15じ頃
仕事で知り合った方
お喋りしながら鹿児島料理を食べた",日本の定食セット。味噌汁、玉子とじ丼、出汁巻き玉子・豚肉・野菜の盛り合わせ、ちらし寿司風小鉢、サラダ、ごまだれなど多彩な小皿料理が並ぶ。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0079_1.webp,,#8B2500,#F5DEB3,#4A3728,#6B8E4E,#D4A017,#F0F0F0,#C0392B,1200,28,5.8,1450,980,42,28,135,8,2,和食,2人,同僚
81,JP,神奈川県,女性,45歳,200万円以上 250万円未満,1,未婚,いる,営業・販売職（セールスマン、店員など）,SEQ0081_1.webp,"昼食
12時頃
ひとりで",チーズグラタン風ドリア。ご飯の上にミートソースをかけ、とろけるチーズをたっぷりのせてオーブンで焼いたもの。付け合わせにコールスローサラダ（ミニトマト添え）とコンソメスープ付きの定食セット。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0081_1.webp,,#F5E642,#C8860A,#FFFFFF,#8B0000,#E8C97A,#D4D4D4,#FF4444,650,18,3.2,620,720,28,24,95,4.5,1,洋食,1人,自分
82,JP,埼玉県,女性,45歳,300万円以上 350万円未満,1,既婚,いない,事務職（教員も含む）,SEQ0082_1.webp,"夕食
2024年1月17日
家
旦那
スマホ見ながら
モスバーガー
買ってきた",バーガーキングまたは類似チェーンのハンバーガー。丸いバンズにビーフパティ、新鮮なレタスを挟んだシンプルな構成。白い包み紙に包まれた状態で提供されている。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0082_1.webp,,#D4A94E,#8B6914,#6B8F3E,#A8C86A,#F5F0E8,#5C3D1E,#C4B49A,180,6,1.8,320,380,18,16,38,2,1,洋食,1人,恋人・配偶者
84,JP,東京都,女性,47歳,250万円以上 300万円未満,1,未婚,いない,技術職（エンジニア、プログラマーなど）,SEQ0084_1.webp,撮影した食事は、夕食で、時期は2023年11月26日で、時間は19時半頃で、東京駅地下街にある飲食店で、友人と二人で、その日に観劇したミュージカルや日常的な他愛もない話をしながら、お店の人が作ったロコモコを食べた。,目玉焼き乗せハンバーグのデミグラスソース添え。キノコのソテー、ブロッコリー、グリーンサラダ、オレンジとキュウリのフルーツカップが付いた洋食プレート。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0084_1.webp,,#8B3A2A,#F5A623,#FFFFFF,#4A7C3F,#D4A853,#6B4C3B,#F0E68C,550,12,2.8,780,680,28,38,42,6,1,洋食,1人,友達
85,JP,埼玉県,女性,49歳,わからない／答えたくない,0,離別,いない,サービス業（理容師、運転手など）,SEQ0085_1.webp,ショッピングモールで友人とランチ,韓国焼肉定食セット。ビビンバ（ご飯・ナムル・牛肉・コチュジャン）、わかめスープ、焼き肉盛り合わせ（牛肉・海老・かぼちゃ）、サラダ、キムチ、もやしナムル、味付け海苔が揃った豪華なセットメニュー。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0085_1.webp,,#8B1A1A,#F5F5DC,#2E8B57,#FFD700,#FF6347,#D2B48C,#FFFFFF,1200,18,4.8,1450,850,42,28,98,8.5,1,韓国料理,1人,友達
86,JP,東京都,女性,49歳,わからない／答えたくない,0,未婚,いない,サービス業（理容師、運転手など）,SEQ0086_1.webp,"1月7日夕食 台湾(台中)旅行 18時頃
友達(今、台中に住んでる男友達と、日本にすんでて、一緒に日本から行った女友達)→外国で知り合ってからの付き合いで、6年ぶりの3人での再会。
台中在住の友達が、案内してくれた飲食店
1泊3日旅行の最終日の、思い出話をしながら夕食",中国の点心セット。小籠包（蒸し籠入り）、水餃子、黒酢ソース、野菜サラダ、もやし和え、スープ、豚の煮込み、きゅうりなど多彩な料理が並ぶ本格的な中華定食。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0086_1.webp,,#D4A96A,#F5F0E8,#2C2C2C,#8B6914,#A8C878,#C8A882,#4A3728,1800,12,8.5,980,1250,52,38,168,9,2,中華,2人,友達
87,JP,神奈川県,女性,50歳,わからない／答えたくない,0,既婚,いる,技術職（エンジニア、プログラマーなど）,SEQ0087_1.webp,"元旦朝に食べた自分で作ったおせち料理
2024/1/1 早朝から準備しam10時頃完成
煮物、なます以外はお節セットを利用
ローフトビーフは前日に手作り
家族とお正月のお祝いをしながらたべました",お正月のおせち料理と散らし寿司の三段重。紅白かまぼこ、黒豆、煮物、ローストビーフ、昆布巻き、栗きんとんなど伝統的な祝い料理が丁寧に盛り付けられた豪華な重箱。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0087_1.webp,,#C0392B,#F5CBA7,#2C3E50,#E8D5A3,#E74C3C,#F0F0F0,#4A7C3F,1800,65,8.5,1850,1650,52,38,245,12,3,和食,3人,家族
88,JP,東京都,女性,50歳,200万円未満,1,既婚,いない,営業・販売職（セールスマン、店員など）,SEQ0088_1.webp,夕食。2024年1月16日。21時40分。1人テレビ見ながら。和食。自分が作った。,ラップで覆われた3皿の中華系料理の残り物。大皿には煮魚や肉類の煮付け、小鉢には野菜の炒め物や和え物、別の小鉢にはかぼちゃの煮物が確認できる。冷蔵保存前の状態と思われる。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0088_1.webp,,#8B4513,#D2691E,#F4A460,#2F4F4F,#FFD700,#A0522D,#F5F5DC,650,18,4.8,820,480,28,18,42,5.2,2,中華,2人,自分
