SEQ,COUNTRY,RESIDENCE,SEX,AGE,HINCOME,,MARRIAGE,CHILD,JOB,Q33,Q34_JP,,,,,,,,,,,,,,,,,,,,,,,
545,ID,ジャカルタ首都特別州,女性,23歳,"Rp 15,000,000 - RP 17,499,999",2,未婚,いる,技術職（エンジニア、プログラマーなど）,SEQ0545_1.webp,この写真は3日前の朝に、私の恋人の家で、恋人と恋人の家族と一緒に朝食を食べている時に撮りました。食事の内容は恋人の母が作ったパン、オリーブ、バター、チーズ、トマトエッグです。,トルコ風朝食スプレッド。自家製パン、オリーブ、バター、各種チーズ、ゆで卵、ハチミツ、キュウリ、フレッシュハーブ、トマトエッグ（メネメン風）、オレンジスライスなど多彩な小皿料理が並ぶ豪華な朝食テーブル。チャイ（紅茶）も複数添えられている。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0545_1.webp,,#8B4513,#F5F5DC,#6B8E23,#FFD700,#FF6347,#FFA500,#FFFACD,1800,28,6.5,1850,1650,62,88,145,14,3,多国籍料理,3人,恋人・配偶者
546,ID,ジャカルタ首都特別州,女性,23歳,"Rp 10,000,000 - RP 12,499,999",2,未婚,いる,自由業、専門職（医者、弁護士など）,SEQ0546_1.webp,"2023年9月23日晴れの日に、昼食で撮影したものです。私は自分で食べるためにアヤム・ペニェット・ジャカルタ（鶏唐辛子和え）を注文しました。それは33,000ルピア（約330円）で注文し、美味しい味でした。",アヤム・ペニェット（押し潰した揚げ鶏）のテイクアウトボックス。サンバルソース和えのカリカリ揚げ鶏、ナシ（白飯）、クルプック（えびせん）、小袋入りのサンバルソース2個が入った典型的なインドネシア料理。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0546_1.webp,,#C8622A,#F5E6C8,#F0E0B0,#8B3A0F,#F4A460,#FAEBD7,#D2691E,450,6,3.2,520,720,38,32,72,2.5,1,伝統ローカル料理,1人,自分
547,ID,デポック,女性,25歳,"Rp 10,000,000 - RP 12,499,999",2,未婚,いない,家業手伝い：商店,SEQ0547_1.webp,アップロードした写真は2024年1月19日（金）の昼食に、母が作った揚げ豆腐とテンペを食べたものです。私は食卓で一人で昼食をとりました。,揚げ豆腐（タフゴレン）とテンペ（発酵大豆）を揚げたインドネシアの家庭料理。外側はきつね色でカリッとした食感、内側は柔らかい。青と白の花柄皿に盛り付けられている。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0547_1.webp,,#D48B3A,#C97D2E,#E8A84C,#8B6914,#F0C070,#A0522D,#2B4B8C,200,1.5,1.2,380,320,18.5,22,12,3.5,1,伝統ローカル料理,1人,自分
548,ID,ブカシ地区,女性,25歳,"Rp 17,500,000 - RP 19,999,999",2,未婚,いない,無職,SEQ0548_1.webp,ドーナツは私の朝食や軽食の食べ物です。昨日、お腹が空いていた時に部屋で撮影しました。,カラフルなグレーズドドーナツ4個入り。ピンク、紫、黄色、抹茶グリーンのアイシングにチョコスプリンクルやマシュマロトッピングが施された甘いスナック菓子。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0548_1.webp,,#E91E8C,#9C4FBF,#F5C842,#7DC442,#3D1C02,#FFFFFF,#F5A623,320,72,1.6,220,1080,12,44,160,2,2,洋食,2人,恋人・配偶者
549,ID,ジャカルタ首都特別州,女性,25歳,"Rp 10,000,000 - RP 12,499,999",2,既婚,いる,管理職（課長クラス以上）,SEQ0549_1.webp,夕食に、韓国のシーフード麺とアボカドジュースを食べました。写真は2024年1月17日、20時に撮りました。その場で食事の様子を撮りました。韓国料理が食べたくなったので、夫と子供と一緒に行き、韓国料理のレストランでシーフード麺をいただきました。,韓国風シーフード麺。エビ、イカなどの海鮮類、木耳、野菜をスパイシーなソースで炒めた麺料理。豆もやし、トーフ、カラフルな野菜が盛られ、アボカドジュース添え。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0549_1.webp,,#C0392B,#E67E22,#2C3E50,#F1C40F,#27AE60,#ECF0F1,#8E44AD,400,8,3.5,620,520,22,14,72,5,1,韓国料理,1人,家族
550,ID,ジャカルタ首都特別州,女性,27歳,"Rp 30,000,000 - RP 39,999,999",3,既婚,いる,管理職（課長クラス以上）,SEQ0550_1.webp,私の昼食で、ミージェベウ（焼きそば）に肉団子をトッピングしたものでした。,ミージェベウ（焼きそば）に肉団子とワンタン皮をトッピングした料理。醤油ベースのソースで炒めた麺に、バクソ（肉団子）とワンタンが加えられた、インドネシア定番の屋台料理。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0550_1.webp,,#8B7355,#C8A96E,#6B5B3E,#D4B896,#4A3728,#A08060,#E8D5B0,350,6,2.8,380,480,22,14,65,3,1,伝統ローカル料理,1人,自分
551,ID,ボゴール地区,女性,29歳,"Rp 20,000,000 - RP 24,999,999",3,既婚,いる,管理職（課長クラス以上）,SEQ0551_1.webp,朝食,白米にフライドエッグ（テルールダダル）、サンバル、テンペゴレン、野菜炒め（キャベツ・豆腐入り）を添えたインドネシア式朝食プレート。揚げ卵は薄く平らに揚げられ香ばしい。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0551_1.webp,,#F5F5F0,#E8B84B,#C8541A,#8B6914,#7AB648,#D4A017,#B5463A,550,5,2.8,620,720,28,32,82,5,1,伝統ローカル料理,1人,自分
552,ID,ボゴール市,女性,31歳,"Rp 10,000,000 - RP 12,499,999",2,既婚,いる,家業手伝い：商店,SEQ0552_1.webp,3日前の2024年1月12日（金）の私の家族の昼食です。食事は私の家族である夫と2人の娘のために、私の母親に助けてもらいながら、シンプルで美味しい料理を作りました。料理の内容は、温かいご飯、サンバル（チリソース）、干し魚、空心菜の炒め物、そして子供たちにはナゲットを用意しました。,インドネシアの家庭料理。温かい白米、サンバル（チリソース）、干し魚、空心菜の炒め物（カンクン）、チキンナゲットで構成された典型的な家族向け昼食。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0552_1.webp,,#F5F5DC,#C0392B,#2E8B57,#D4A017,#8B4513,#FF6347,#FFFFFF,900,8,4.5,980,1050,45,32,145,7,4,伝統ローカル料理,4人以上,家族
553,ID,ジャカルタ首都特別州,女性,32歳,"Rp 25,000,000 - RP 29,999,999",3,既婚,いる,管理職（課長クラス以上）,SEQ0553_1.webp,私は朝食を焼き鳥と炒め野菜をおかずに、オフィスで自分一人の時に食べます。,ナシアヤムゴレン：白米に揚げ鶏（アヤムゴレン）、豆腐、カリフラワー、唐辛子を使った炒め野菜をのせたインドネシア家庭料理の朝食プレート,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0553_1.webp,,#F5F5F0,#D4A855,#8B6914,#7CB342,#E53935,#F9A825,#A0522D,420,4,2.8,520,580,28,22,68,4,1,伝統ローカル料理,1人,自分
554,ID,ジャカルタ首都特別州,女性,32歳,"Rp 5,000,000 - Rp 5,999,999",1,既婚,いる,大学生（短大含む）、高専生、大学院生,SEQ0554_1.webp,会社の友達と昼食にミーアヤム（チキンヌードル）を事務所の近くで食べました。,ミーアヤム（チキンヌードル）。小麦麺に鶏肉、チンゲン菜、ネギ、クラッカー（クルプック）をトッピングし、スパイシーなスープと混ぜた伝統的なインドネシアの麺料理。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0554_1.webp,,#D4A557,#F5E6C8,#4A7C3F,#8B6914,#F5F5F5,#C8A870,#2D5A1B,380,4,2.8,420,480,22,14,68,3.5,1,伝統ローカル料理,1人,同僚
555,ID,タンゲラン,女性,32歳,"Rp 7,000,000 - Rp 7,999,999",2,既婚,いる,サービス業（理容師、運転手など）,SEQ0555_1.webp,ご飯と魚を昼食に,白米とインドネシア風揚げ魚の昼食。白米はグリーンのバスケットに盛られ、揚げた魚（イカンゴレン）と揚げ豆腐が白い皿に盛り付けられている。シンプルな家庭料理。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0555_1.webp,,#F5F5DC,#4CAF50,#8B4513,#D4A017,#FFFFFF,#9C27B0,#2E7D32,450,1.5,2.8,520,580,28,14,82,1.2,1,伝統ローカル料理,1人,自分
556,ID,ジャカルタ首都特別州,女性,32歳,"Rp 3,000,000 - Rp 3,999,999",1,既婚,いる,自由業、専門職（医者、弁護士など）,SEQ0556_1.webp,2024年1月16日の火曜日、私は近所の友達と一緒に朝食と昼食をとりました。食べ物は隣人が作ってくれた物で、私は彼（彼女）に付き添いながら、今日の出来事についておしゃべりしました。,インドネシア家庭料理2品。右皿はイワシのサンバル炒め（イカン・バリス・サンバル）で、フライドフィッシュに赤唐辛子ベースのサンバルソースをかけたもの。左皿はカンクン（空心菜）とミートボールの炒め物で、鮮やかな緑色が特徴。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0556_1.webp,,#8B1A0A,#2D5A1B,#C0392B,#7F6A4E,#4A7C3A,#B5651D,#F5F5DC,600,6,4.5,980,520,38,28,22,5,2,伝統ローカル料理,2人,友達
557,ID,ジャカルタ首都特別州,女性,33歳,"Rp 9,000,000 - RP 9,999,999",2,既婚,いる,管理職（課長クラス以上）,SEQ0557_1.webp,夕食のメニュー、正確には真夜中で、料理の名前は「ナシゴレン・プティ」です。,ナシゴレン・プティ（白いナシゴレン）。卵を混ぜ込んだ白っぽい炒めご飯で、スパイスを控えめにしたインドネシアの家庭料理。黄色い卵の破片が散りばめられている。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0557_1.webp,,#F5F0E8,#F4D03F,#C8B89A,#8B7355,#D4C5A9,#E8E0D0,#6B6B6B,350,1.5,1.8,210,480,12,14,72,1.2,1,伝統ローカル料理,1人,自分
558,ID,ジャカルタ首都特別州,女性,35歳,"Rp 40,000,000 or more",3,既婚,いる,会社団体役員,SEQ0558_1.webp,お気に入りの美味しいケバブです。数日前の夜遅く、すごく腹ペコになったので、何を食べるか迷っていました。偶然にも営業中のケバブ屋さんがあったので、一人で満足いくまで食べました。,インドネシアの屋台ケバブ。トルティーヤ生地に焼いたチキン、野菜、チーズをたっぷり包んだラップサンド。Happy New Year 2024のパッケージに包まれており、ファストフードスタイルの一品。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0558_1.webp,,#D4A017,#C0392B,#F5CBA7,#2ECC71,#E74C3C,#F39C12,#FFFFFF,280,6,2.1,420,520,28,22,52,3,1,伝統ローカル料理,1人,自分
559,ID,ジャカルタ首都特別州,女性,35歳,"Rp 20,000,000 - RP 24,999,999",3,既婚,いる,管理職（課長クラス以上）,SEQ0559_1.webp,3日前の夕方、仕事終わりに友達とパン屋に寄って、軽食として。チョコレートの入った、外はコーヒーでコーティングされたパンを買った時に撮影しました。,コーヒー風味の生地で作られた丸いパン。中にチョコレートが入り、表面にホワイトチョコとダークチョコのスプリンクルが散りばめられたインドネシアのパン屋スタイルのソフトブレッド。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0559_1.webp,,#C4956A,#8B5E3C,#F5E6C8,#3D2B1F,#F0C040,#D4A96A,#FFFFFF,240,22,0.6,180,580,10,18,90,2,1,伝統ローカル料理,1人,友達
560,ID,デポック,女性,36歳,"Rp 20,000,000 - RP 24,999,999",3,既婚,いる,会社団体役員,SEQ0560_1.webp,これは先週末に私と家族が食べた物です。ココナッツライスと様々なおかずや野菜がありました。家族と一緒に行きました。,インドネシアの伝統的なナシウドゥッ（ナシイウドゥ）スタイルの食事。バナナの葉の上に並べられたご飯、アヤムゴレン（揚げ鶏）、サテー、サンバル、もやし炒め、テンペ、野菜サラダ、揚げ豆腐などの多彩なおかずがそろう家族向けの豪華な盛り合わせ。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0560_1.webp,,#F5F0DC,#8B4513,#FF4500,#228B22,#D2691E,#F4A460,#1C1C1C,2800,18,12,2400,3200,120,95,420,22,4,伝統ローカル料理,4人以上,家族
561,ID,ジャカルタ首都特別州,女性,39歳,"Rp 7,000,000 - Rp 7,999,999",2,既婚,いる,専業主婦・主夫,SEQ0561_1.webp,写真は3日前の昼食時に、タンゲラン市の「RM Mpok Minun」で撮影しました。友達と一緒に食事をしながら、色んな話をしました。,インドネシアの食堂で提供されたルジャック・イカン（魚のスパイシーサラダ）。揚げ魚、赤玉ねぎ、唐辛子、パパイヤ、酸っぱいタマリンドソースをベースにした伝統料理。生野菜・キュウリの付け合わせ付き。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0561_1.webp,,#8B4513,#C0392B,#7D3C98,#F4A460,#2ECC71,#D4AC0D,#F5F5F5,650,12,3.2,820,420,28,18,35,5,2,伝統ローカル料理,2人,友達
562,ID,タンゲラン,女性,40歳,"Rp 12,500,000 - RP 14,999,999",2,既婚,いる,家業手伝い：製造業（工場）,SEQ0562_1.webp,ヤギのスープとサンバル（チリ）です。,ナシプティとサンバル、ヤギのスープ（ソトカンビン）のセット。白米にチリベースのサンバルを添え、ヤギ肉スープ、揚げ物、生野菜（ラレアプ）を組み合わせたインドネシア伝統料理。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0562_1.webp,,#F5F5F0,#C0392B,#4CAF50,#D4A017,#8B4513,#A8D5A2,#F0E68C,850,6,4.5,920,720,32,22,95,6,2,伝統ローカル料理,2人,恋人・配偶者
563,ID,ジャカルタ首都特別州,女性,42歳,"Rp 7,000,000 - Rp 7,999,999",2,既婚,いる,管理職（課長クラス以上）,SEQ0563_1.webp,昼食を一人で、2024年1月15日月曜日に,ウラブ（Urap）と思われるインドネシアの野菜料理。青菜（ほうれん草や空心菜など）をスパイシーなすりおろしココナッツとサンバルで和えたもの。茶色のスパイス混じりのグレーティングされたワックスペーパーの上に盛られている。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0563_1.webp,,#4a7c3f,#8b5e3c,#c8a87a,#2d5016,#d4b896,#6b4226,#f5f0e8,120,2.5,1.2,420,145,4.5,9,12,4.5,1,伝統ローカル料理,1人,自分
564,ID,ジャカルタ首都特別州,女性,45歳,"Rp 9,000,000 - RP 9,999,999",2,既婚,いる,その他,SEQ0564_1.webp,今日の昼食に、私はチキニ地区で兄弟と一緒に「Soto Mie Cikini（チキンヌードル）」という料理を食べました。,ソトミーチキニは、黄色い中太麺と野菜、牛肉やチキンをスパイシーなスープで煮込んだインドネシアの伝統的なスープ麺料理。揚げエシャロット入りの白米と赤いサンバルを添えて提供される。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0564_1.webp,,#F5E6C8,#D4A017,#8B4513,#FFFFFF,#FF4500,#C8B560,#A0522D,650,5,3.5,520,680,28,18,95,4,1,伝統ローカル料理,1人,家族
565,ID,ブカシ,女性,46歳,"Rp 9,000,000 - RP 9,999,999",2,既婚,いる,管理職（課長クラス以上）,SEQ0565_1.webp,それ（ピザ）は昨日（2024年1月21日18時）の夕食です。私の娘と一緒にテレビを観ながら楽しみました。ピザはFacebook Marketplace経由でオンラインで注文しました。,トマトソースベースのピザに新鮮なトマトスライスと大量のシュレッドチーズをトッピング。厚めのクラストで、8枚にカットされている。脇にはインドネシアの辛味スパイス「Indofood Pedas」のパケットが添えられている。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0565_1.webp,,#F5E6C8,#D4621A,#F2F2F2,#E8392A,#C8A050,#FAF0DC,#B8310F,600,12,4.2,520,1480,52,58,185,8,2,洋食,2人,家族
566,ID,ブカシ,女性,47歳,"Rp 7,000,000 - Rp 7,999,999",2,既婚,いる,家業手伝い：その他,SEQ0566_1.webp,2024年1月15日夕方の軽食に、夫と一緒にバーガーとホットドッグの店で食事しました。その店は家の近くにある「Burger Bangor」です。,ホットドッグ風のサンドイッチ。細長いパンにソーセージ（フランクフルト）とフレッシュグリーンレタスを挟んだシンプルな構成。ボックス入りで提供されるインドネシアのローカルバーガー店の軽食。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0566_1.webp,,#8B4513,#6B8E23,#DC143C,#F5F5DC,#FFFFFF,#556B2F,#D2691E,180,5,1.8,280,320,12,14,38,2,1,洋食,1人,恋人・配偶者
567,ID,ジャカルタ首都特別州,女性,47歳,"Rp 20,000,000 - RP 24,999,999",3,未婚,いない,管理職（課長クラス以上）,SEQ0567_1.webp,"昼食
今朝撮影
水曜日
家で
誰もいない
食べ物を温めて
自分で作っていなかったので、友達がくれました",バクソ（インドネシアの肉団子スープ）。牛肉や豚肉のミートボールを清澄なブロススープで煮込み、青ネギやスパイスを加えた温かい一品。屋台料理の定番。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0567_1.webp,,#8B6914,#C4A35A,#4A7C3F,#D4C5A0,#6B4C2A,#E8D5A0,#2C2C2C,600,3,3.5,520,380,28,18,22,1.5,1,伝統ローカル料理,1人,自分
568,ID,ブカシ,女性,48歳,"Rp 4,000,000 - Rp 4,999,999",1,死別,いる,家業手伝い：商店,SEQ0568_1.webp,2023年12月9日の朝食に子供たちと手作りの食事です。,白米、モヤシ・キュウリ・青菜・ディルなどの野菜盛り合わせ、スパイシーなトマトベースのサンバルソースで構成されたインドネシア家庭料理。蒸し野菜と生野菜を組み合わせたヘルシーな朝食。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0568_1.webp,,#F5F5F0,#4CAF50,#C0392B,#8BC34A,#F4D03F,#2E7D32,#E8E8E0,650,6.5,2.8,820,420,12.5,8.5,72,9.5,2,伝統ローカル料理,2人,家族
569,ID,ジャカルタ首都特別州,女性,50歳,"Rp 5,000,000 - Rp 5,999,999",1,未婚,いない,家業手伝い：製造業（工場）,SEQ0569_1.webp,これは約1週間前の昼食のおかずです。レストランで注文し、出前で届けられました。写真は届いた後、食卓に並べた時に撮りました。これは私と両親の3人分の昼食で、夕食で食べれるほど残りました。メニューは、餡掛け卵と豆腐炒めです。,インドネシアの餡掛け料理セット。左鉢は野菜（カリフラワー、人参、青菜、卵）の醤油餡掛け炒め、右鉢は豆腐・鶏肉・グリーンピースのトマト系餡掛け炒め、小鉢は玉ねぎと唐辛子のサンバル添え。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0569_1.webp,,#8B4513,#FF6B35,#4CAF50,#FFA500,#F5F5DC,#2E8B57,#D2691E,1800,18,8.5,1850,920,52,38,85,14,3,伝統ローカル料理,3人,家族
570,ID,ジャカルタ首都特別州,女性,52歳,"Rp 10,000,000 - RP 12,499,999",2,既婚,いる,管理職（課長クラス以上）,SEQ0570_1.webp,私はブラウニーを夕方に家族と一緒に食べました。ある友達から買いました。,チョコレートブラウニーの詰め合わせ。カラフルなキャンディ、砕いたナッツ、アーモンド、チョコチップ、ホワイトチョコレートなど様々なトッピングが施された、箱入りアソートブラウニー。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0570_1.webp,,#3B1F0E,#5C3317,#8B5E3C,#F4C542,#E8363A,#FFFFFF,#2C2C2C,1200,180,3.5,980,4200,52,210,540,18,6,洋食,4人以上,家族
571,ID,ジャカルタ首都特別州,女性,53歳,"Rp 5,000,000 - Rp 5,999,999",1,既婚,いる,個人経営主、農業主,SEQ0571_1.webp,本日、2024年1月17日の夕食に自分で作ったものです。,インドネシア家庭料理の夕食セット。揚げ豆腐の甘辛ソース煮、空心菜の炒め物、揚げ魚の唐辛子炒め、コーンスープ、醤油ベースのディップソース。ご飯と共に供される典型的な家庭料理。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0571_1.webp,,#C8A05A,#4A7A3A,#D4691E,#F5E6B0,#8B4513,#F0F0F0,#2D5A1B,1200,18,8.5,1850,980,48,42,105,12,3,伝統ローカル料理,3人,家族
572,ID,タンゲラン地区,女性,56歳,"Rp 17,500,000 - RP 19,999,999",2,離別,いる,事務職（教員も含む）,SEQ0572_1.webp,大みそかのイベントで、子供たちも交え隣人と一緒に過ごしました。子供たちには焼きソーセージをメインに、全体にはトムヤムクンを、男性陣は焼き魚を用意しました。夕食会は住宅地の公園にある小屋で行いました。,竹串に刺した焼きソーセージ（ウインナー）と魚介・野菜の盛り合わせ。紙皿に盛られた串焼きスタイルの料理で、オレンジ色のソーセージが目立つ大晦日の近所の集いの食事。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0572_1.webp,,#E8732A,#F5E6C8,#8B4513,#FFFFFF,#D4A017,#C0C0C0,#B5651D,800,6,4.5,720,680,32,48,22,2,6,伝統ローカル料理,4人以上,家族
573,ID,ジャカルタ首都特別州,女性,56歳,"Rp 5,000,000 - Rp 5,999,999",1,既婚,いない,管理職（課長クラス以上）,SEQ0573_1.webp,友達と一緒に家でリラックスしてる時に、熱いブラックコーヒー、揚げバナナとパンを少し食べました。,揚げバナナ（ピサンゴレン）とタロイモ入りパン（チョコレートとチーズのトッピング付き）、ブラックコーヒーのセット。バナナを油で揚げたインドネシアの定番おやつ。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0573_1.webp,,#C8860A,#4A2C0A,#1A5276,#F5F5F5,#8B4513,#FDFEFE,#2E86C1,320,28,0.8,520,480,7,18,72,4,1,伝統ローカル料理,1人,友達
574,ID,タンゲラン地区,女性,58歳,"Rp 5,000,000 - Rp 5,999,999",1,死別,いる,事務職（教員も含む）,SEQ0574_1.webp,夕方の軽い食べ物や飲み物です。,ミルクティー（テー・スス）と塩味クラッカー2枚。白いマグカップに注がれた甘いミルクティーと、小皿に盛られたスクエア型の薄焼きビスケット。インドネシアの定番夕方軽食。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0574_1.webp,,#D4A574,#F5F0E8,#C8956A,#FFFFFF,#E8C99A,#2C2C2C,#F0E6D3,320,18,0.6,180,245,5.5,6.5,38,0.8,1,伝統ローカル料理,1人,自分
575,ID,ジャカルタ首都特別州,女性,59歳,"Rp 9,000,000 - RP 9,999,999",2,既婚,いる,専業主婦・主夫,SEQ0575_1.webp,月曜日の夜に一人で夕食にインスタントラーメンを食べました,インスタントラーメン（ミーインスタン）と白米の夕食。黄色い縮れ麺が花柄の白皿に盛られ、フォークが添えられている。調味料で味付けされたシンプルな一人食。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0575_1.webp,,#D4B84A,#FFFFFF,#F5A623,#8B6914,#CC2200,#4A7C2F,#E8E8E8,350,4.5,2.8,180,420,9.5,14,62,2,1,伝統ローカル料理,1人,自分
