SEQ,COUNTRY,RESIDENCE,SEX,AGE,HINCOME,,MARRIAGE,CHILD,JOB,Q33,Q34_JP,,,,,,,,,,,,,,,,,,,,,,,
756,SG,北西地区,男性,59歳,"S$ 200,000 or more",3,既婚,いる,管理職（課長クラス以上）,SEQ0756_1.webp,友人と一緒にレストランで夕食,"Description of Food:

The image shows a variety of dishes typically found in a Southeast Asian meal setting. There are plates of white rice, a curry dish, a vegetable dish, and drinks.

Ingredients:

1. White Rice:
   - Rice

2. Curry Dish:
   - Meat (possibly beef or chicken)
   - Curry spices
   - Coconut milk
   - Chili peppers
   - Herbs (such as cilantro or mint)

3. Vegetable Dish:
   - Leafy greens (possibly spinach or water spinach)
   - Chili peppers
   - Garlic
   - Soy sauce or fish sauce

4. Drinks:
   - Green drink: Likely a mint or lime-based drink
   - Pink drink: Possibly a fruit juice or milkshake
   - Brown drink: Likely a tea or coffee

Estimated Total Nutrients (per serving):

- Calories: 600-800 kcal
- Protein: 20-30 g
- Carbohydrates: 80-100 g
- Fat: 20-30 g

Plate/Bowl Counts:

- Plates: 3 (with rice)
- Bowls: 2 (with curry and vegetables)
- Glasses: 3 (with drinks)

Main Colors of Food (HTML Color Codes):

- White Rice: #FFFFFF
- Curry: #8B4513 (SaddleBrown)
- Vegetables: #228B22 (ForestGreen)
- Green Drink: #32CD32 (LimeGreen)
- Pink Drink: #FF69B4 (HotPink)
- Brown Drink: #D2691E (Chocolate)",https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0756_1.webp,,#FFFFFF,#8B4513,#228B22,#32CD32,#FF69B4,#D2691E,,360,16,3.2,680,600,20,20,80,8,3,伝統ローカル料理,3人,友達
757,SG,南西地区,男性,59歳,"S$ 200,000 or more",3,既婚,いる,自由業、専門職（医者、弁護士など）,SEQ0757_1.webp,このフィッシュスープヌードルの写真は、12月22日午後7時27分、ギンモーマーケットのホーカーセンターで妻とディナーをしたときに撮ったもの。私たちは食べ物を探していて、このヌードル店が魅力的に見えた,"This image shows a bowl of noodle soup. 

### Ingredients:
- Rice noodles
- Fish slices
- Leafy greens (possibly spinach or similar)
- Broth
- Garnishes (possibly fried onions or herbs)

### Estimated Nutrients (per bowl):
- Calories: ~350-450 kcal
- Protein: ~20-30g
- Carbohydrates: ~50-60g
- Fat: ~5-10g

### Plate/Bowl Counts:
- 2 bowls of noodle soup
- 2 small sauce dishes

### Main Colors of Food:
- Noodles: #F5F5DC (Beige)
- Broth: #D2B48C (Tan)
- Greens: #2E8B57 (Sea Green)
- Fish: #F5F5F5 (White)
- Sauce: #8B0000 (Dark Red)",https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0757_1.webp,,#F5F5DC,#D2B48C,#2E8B57,#F5F5F5,#8B0000,,,225,10,3.1,470,350,20,5,50,5,2,伝統ローカル料理,2人,恋人・配偶者
758,SG,南東地区,女性,17歳,"S$ 200,000 or more",3,未婚,いない,高校生、浪人生,SEQ0758_1.webp,友人と一緒にこのストロベリーピンスを食べた,"This is a dessert featuring shaved ice topped with strawberries and a pink sauce, likely strawberry-flavored. It is served in a single bowl.

Ingredients:
- Shaved ice
- Fresh strawberries
- Strawberry sauce or syrup
- Possibly condensed milk or cream

Estimated Nutrients:
- Calories: ~300-400 kcal
- Carbohydrates: ~60-80g
- Sugars: ~50-70g
- Protein: ~3-5g
- Fat: ~5-10g

Plate/Bowl Count:
- 1 bowl

Main Colors:
- Pink (#FFC0CB)
- Red (#FF0000)
- White (#FFFFFF)",https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0758_1.webp,,#FFC0CB,#FF0000,#FFFFFF,,,,,204,12,1.8,390,300,3,5,60,6,2,韓国料理,2人,友達
759,SG,南西地区,女性,17歳,"S$ 70,000 - 79,999",1,未婚,いない,高校生、浪人生,SEQ0759_2.webp,親友と一緒にレストランで外食をしたので、食事を作ったのはそのレストランのシェフ,"The image shows a meal consisting of two main dishes. 

First Dish (Bowl):
- Ingredients: Scrambled eggs, sausages, ground meat, vegetables, and possibly some pickled items.
- Estimated Nutrients:
  - Calories: ~500 kcal
  - Protein: ~25g
  - Carbohydrates: ~20g
  - Fat: ~35g
- Main Colors: 
  - Scrambled eggs: #F5E79E
  - Sausages: #A0522D
  - Ground meat: #D2B48C
  - Vegetables: #556B2F

Second Dish (Box):
- Ingredients: Fried egg, seaweed, kimchi, and a slice of processed meat.
- Estimated Nutrients:
  - Calories: ~400 kcal
  - Protein: ~20g
  - Carbohydrates: ~15g
  - Fat: ~30g
- Main Colors:
  - Fried egg: #FFD700 (yolk), #FFFFFF (white)
  - Seaweed: #2F4F4F
  - Kimchi: #FF6347
  - Processed meat: #D2691E

Plate/Bowl Counts: 1 bowl and 1 box.",https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0759_2.webp,,#F5E79E,#A0522D,#D2B48C,#556B2F,#FFD700,#FFFFFF,#2F4F4F,240,4,2.4,790,500,25,35,20,2,2,多国籍料理,2人,友達
760,SG,北東地区,女性,19歳,"S$ 200,000 or more",3,未婚,いない,家業手伝い：商店,SEQ0760_1.webp,良くないことかもしれないが、学校の食堂でこれを食べた（笑）,"This dish consists of white rice, a sausage, and a portion of fried chicken. 

### Ingredients:
- White Rice: Rice, water, salt.
- Sausage: Meat (usually pork or chicken), spices, preservatives.
- Fried Chicken: Chicken, flour, spices, oil.

### Estimated Nutrients:
- Calories: Approximately 600-800 kcal
- Protein: 25-35g
- Carbohydrates: 70-90g
- Fats: 20-30g

### Plate/Bowl Count:
- 1 plate

### Main Colors of Food:
- White rice: `#FFFFFF`
- Sausage: `#D2691E`
- Fried chicken: `#A0522D`",https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0760_1.webp,,#FFFFFF,#D2691E,#A0522D,,,,,345,14,2,480,700,25,20,70,7,1,伝統ローカル料理,1人,自分
761,SG,北東地区,女性,19歳,"S$ 50,000 - 59,999",1,未婚,いない,大学生（短大含む）、高専生、大学院生,SEQ0761_1.webp,親友と一緒に食べた新年のランチ。彼女の家の近くにあるベジタリアンの店に行った。私は日本のカツカレーうどん、彼女は天丼を注文し、餃子をシェアした,"The image shows a variety of dishes:

1. Curry Udon with Katsu:
   - Ingredients: Udon noodles, curry sauce, breaded and fried cutlet (katsu), carrots, lettuce.
   - Estimated Nutrients: 
     - Calories: ~700 kcal
     - Protein: ~30g
     - Carbs: ~90g
     - Fat: ~25g
   - Main Colors: 
     - Curry: #D2691E
     - Noodles: #F5DEB3
     - Katsu: #D2B48C

2. Fried Dumplings with Dipping Sauce:
   - Ingredients: Dumplings (likely filled with meat or vegetables), dipping sauce, shredded carrots, lettuce.
   - Estimated Nutrients: 
     - Calories: ~300 kcal
     - Protein: ~10g
     - Carbs: ~40g
     - Fat: ~10g
   - Main Colors: 
     - Dumplings: #D2B48C
     - Sauce: #8B4513

3. Tempura Vegetables:
   - Ingredients: Assorted tempura vegetables.
   - Estimated Nutrients: 
     - Calories: ~250 kcal
     - Protein: ~5g
     - Carbs: ~30g
     - Fat: ~15g
   - Main Colors: 
     - Tempura: #F5DEB3

4. Rice Bowl with Toppings:
   - Ingredients: Rice, assorted toppings (possibly meat and vegetables).
   - Estimated Nutrients: 
     - Calories: ~600 kcal
     - Protein: ~20g
     - Carbs: ~80g
     - Fat: ~20g
   - Main Colors: 
     - Rice: #FFFFFF
     - Toppings: #8B4513

Plate/Bowl Counts: 4

These are rough estimates and can vary based on specific preparation methods and portion sizes.",https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0761_1.webp,,#D2691E,#F5DEB3,#D2B48C,#D2B48C,#8B4513,#F5DEB3,#FFFFFF,435,18,4.5,630,700,30,25,90,9,2,和食,2人,友達
762,SG,シンガポール中央地区,女性,21歳,"S$ 125,000 - 149,999",2,未婚,いない,無職,SEQ0762_1.webp,"1月24日夜8時過ぎ、ブギスの元気寿司で夕食
ボーイフレンドと一緒にお寿司を食べている","Description:
The image shows two plates of sushi. One plate has a piece of seared salmon sushi, and the other has a piece of raw salmon sushi. There are also two small dishes with soy sauce and a pair of chopsticks.

Ingredients:
- Salmon (raw and seared)
- Rice
- Soy sauce
- Seasoning (possibly salt and pepper for the seared salmon)

Estimated Nutrients (per serving):
- Calories: ~200 kcal
- Protein: ~15g
- Fat: ~10g
- Carbohydrates: ~20g

Plate/Bowl Counts:
- 2 plates with sushi
- 2 small dishes with soy sauce

Main Colors of Food (HTML color codes):
- Salmon: #FFA07A (Light Salmon)
- Rice: #FFFFFF (White)
- Soy Sauce: #5C4033 (Dark Brown)",https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0762_1.webp,,#FFA07A,#FFFFFF,#5C4033,,,,,135,4,4,430,200,15,10,20,2,2,和食,2人,恋人・配偶者
763,SG,南東地区,女性,21歳,"S$ 80,000 - 89,999",2,未婚,いない,営業・販売職（セールスマン、店員など）,SEQ0763_1.webp,昼食時に撮った写真。韓国料理が食べたくて友人と行った。トッポギのビュッフェだったので、一緒に作った,"This dish appears to be a spicy Korean stew, possibly a type of jjigae or hot pot.

### Ingredients:
- Tofu
- Mushrooms
- Kimchi or cabbage
- Spicy broth (likely made with gochujang or gochugaru)
- Possible additions: meat or seafood, vegetables

### Estimated Nutrients (per serving):
- Calories: 300-400 kcal
- Protein: 15-20g
- Carbohydrates: 20-30g
- Fat: 15-20g

### Plate/Bowl Count:
- 1 pot

### Main Colors:
- Dark orange (#FF4500)
- Light brown (#D2691E)
- Red (#FF0000)",https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0763_1.webp,,#FF4500,#D2691E,#FF0000,,,,,150,4,1.8,800,300,15,15,20,2,2,韓国料理,2人,友達
764,SG,北東地区,女性,22歳,"S$ 125,000 - 149,999",2,未婚,いない,大学生（短大含む）、高専生、大学院生,SEQ0764_1.webp,カフェで友人と一緒にランチ。ベイクドライスとトーストを食べた,"The image shows two plates of food and a glass of dark liquid.

1. Left Plate:
   - Description: Toast topped with banana slices and a sprinkle of cinnamon or sugar.
   - Ingredients: Bread, bananas, cinnamon/sugar.
   - Estimated Nutrients:
     - Calories: ~250
     - Carbohydrates: ~50g
     - Protein: ~5g
     - Fat: ~3g
   - Main Colors: 
     - Banana: #F5E6CC
     - Toast: #D2B48C

2. Right Plate:
   - Description: A baked dish, possibly a gratin or casserole, with a creamy topping.
   - Ingredients: Potatoes or pasta, cheese, cream, herbs.
   - Estimated Nutrients:
     - Calories: ~400
     - Carbohydrates: ~30g
     - Protein: ~15g
     - Fat: ~25g
   - Main Colors: 
     - Creamy topping: #F5F5DC
     - Herbs: #6B8E23

3. Glass:
   - Description: Dark liquid, possibly coffee or juice.
   - Main Colors: 
     - Liquid: #3B2F2F

Plate/Bowl Counts: 2 plates, 1 glass.",https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0764_1.webp,,#F5E6CC,#D2B48C,#F5F5DC,#6B8E23,#3B2F2F,,,174,10,2.2,470,250,5,3,50,5,2,洋食,2人,友達
765,SG,北西地区,女性,23歳,"S$ 125,000 - 149,999",2,未婚,いない,技術職（エンジニア、プログラマーなど）,SEQ0765_1.webp,"夕食。2023年11月6日午後8時3分
出張のときに一人で
カツ丼を食べている
レストランで購入","This meal consists of three main components:

1. Rice Bowl:
   - Ingredients: White rice.
   - Main Color: White (#FFFFFF).

2. Noodle Bowl:
   - Ingredients: Udon noodles, sliced green onions, seaweed.
   - Main Colors: White (#FFFFFF), Green (#7CFC00), Black (#000000).

3. Main Dish:
   - Ingredients: Egg, meat (possibly beef or pork), green onions, sauce.
   - Main Colors: Yellow (#F5DEB3), Brown (#8B4513), Green (#7CFC00).

Estimated Nutrients (approximate for the entire meal):
- Calories: 800-1000 kcal
- Protein: 30-40g
- Carbohydrates: 100-120g
- Fat: 20-30g

Plate/Bowl Counts: 3 bowls.",https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0765_1.webp,,#FFFFFF,#FFFFFF,#7CFC00,#000000,#F5DEB3,#8B4513,#7CFC00,450,20,2.5,490,800,30,20,100,10,1,和食,1人,自分
766,SG,シンガポール中央地区,女性,23歳,"S$ 125,000 - 149,999",2,未婚,いない,サービス業（理容師、運転手など）,SEQ0766_1.webp,先週の土曜日に手づくりした昼食。キャベツ、韓国餅、卵豆腐,"This dish appears to be a type of dumpling or dim sum with a creamy sauce. 

### Ingredients:
- Dumplings (likely made from flour, water, and possibly a filling such as meat or vegetables)
- Creamy sauce (could be made from ingredients like cream, cheese, or a dairy substitute)

### Estimated Nutrients (per serving):
- Calories: 300-400 kcal
- Protein: 10-15 g
- Carbohydrates: 40-50 g
- Fat: 10-20 g

### Plate/Bowl Count:
- 1 bowl

### Main Colors of Food:
- Light brown (#D2B48C)
- Creamy white (#F5F5DC)
- Golden brown (#DAA520)",https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0766_1.webp,,#D2B48C,#F5F5DC,#DAA520,,,,,180,8,2.5,660,300,10,10,40,4,1,韓国料理,1人,自分
767,SG,北東地区,女性,25歳,"S$ 50,000 - 59,999",1,未婚,いる,営業・販売職（セールスマン、店員など）,SEQ0767_1.webp,私のお昼ご飯に食べたもの。おいしい,"The image shows two bowls of food on a tray. 

1. Food Description:
   - Bowl 1: Contains a reddish-orange soup with visible greens and tofu.
   - Bowl 2: Contains white rice.

2. Ingredients:
   - Soup: Likely includes broth, tofu, leafy greens, and possibly spices or seasoning.
   - Rice: Plain white rice.

3. Estimated Nutrients:
   - Soup:
     - Calories: ~250 kcal
     - Protein: ~10g
     - Carbohydrates: ~20g
     - Fat: ~15g
   - Rice:
     - Calories: ~200 kcal
     - Protein: ~4g
     - Carbohydrates: ~45g
     - Fat: ~0.5g

4. Plate/Bowl Counts:
   - Total: 2 bowls

5. Main Colors of Food (HTML Color Codes):
   - Soup: #FF4500 (OrangeRed), #228B22 (ForestGreen)
   - Rice: #FFFFFF (White)",https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0767_1.webp,,#FF4500,#228B22,#FFFFFF,,,,,135,4,4.9,630,250,10,15,20,2,1,伝統ローカル料理,1人,自分
768,SG,北東地区,女性,26歳,"S$ 70,000 - 79,999",1,未婚,いない,技術職（エンジニア、プログラマーなど）,SEQ0768_1.webp,"おやつ。昨日キッチンで撮影。午後4時。一人だった。お菓子が焼けるのを待ちな
がら仕事をしていた。このガレット・デ・ロワを食べた。私が作った","This appears to be a baked pastry, possibly a pie or a puff pastry dish.

### Ingredients:
- Pastry Dough: Flour, butter, water, salt
- Filling: Could include meat, vegetables, cheese, or fruit (not visible)
- Egg Wash: Egg, milk or water (for the golden color)

### Estimated Nutrients (per serving):
- Calories: 300-500 kcal
- Carbohydrates: 30-50g
- Proteins: 5-10g
- Fats: 15-30g

### Plate/Bowl Counts:
- Typically served on one plate.

### Main Colors of Food:
- Golden Brown: #D2A679
- Light Brown: #C19A6B

This is a rough estimate as the exact filling and portion size are unknown.",https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0768_1.webp,,#D2A679,#C19A6B,,,,,,135,6,2.4,620,300,10,15,30,3,1,洋食,1人,自分
769,SG,シンガポール中央地区,女性,27歳,"S$ 150,000 - 199,999",3,既婚,いる,管理職（課長クラス以上）,SEQ0769_1.webp,昨日の昼食で、午後2時ごろに一人で食べた。家で自分で作った,"Description:

The dish features a seafood platter with grilled prawns, a side of fries, and a fresh salad. There are also lemon wedges and dipping sauces.

Ingredients:

- Grilled prawns
- French fries
- Mixed salad (lettuce, tomatoes, cabbage, seeds)
- Lemon wedges
- Dipping sauces (possibly aioli or mustard-based)
- Bread or toast

Estimated Nutrients:

- Calories: ~800-1000 kcal
- Protein: ~50-60g
- Carbohydrates: ~70-80g
- Fat: ~40-50g

Plate/Bowl Counts:

- 1 large plate
- 1 small bowl for salad
- 2 small bowls for sauces

Main Colors of Food (HTML Color Codes):

- Prawns: #FF6347 (Tomato)
- Fries: #FFD700 (Gold)
- Salad Greens: #228B22 (Forest Green)
- Lemon: #FFFACD (Lemon Chiffon)
- Sauce: #F5DEB3 (Wheat)",https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0769_1.webp,,#FF6347,#FFD700,#228B22,#FFFACD,#F5DEB3,,,480,14,2.3,420,800,50,40,70,7,1,洋食,1人,自分
770,SG,北東地区,女性,27歳,"S$ 150,000 - 199,999",3,未婚,いない,技術職（エンジニア、プログラマーなど）,SEQ0770_1.webp,週末のランチ。 大切な人と一緒に,"Description:

The image shows a bowl of noodles topped with various ingredients. The dish includes a fried egg, minced meat, crispy anchovies, and chopped green onions. There is also a bowl of soup and another dish in the background.

Ingredients:

- Noodles
- Fried egg
- Minced meat (likely pork or beef)
- Crispy anchovies
- Green onions
- Possibly garlic or shallots
- Soup (broth with vegetables or tofu skin)

Estimated Nutrients (per serving):

- Calories: 600-800 kcal
- Protein: 30-40g
- Carbohydrates: 60-80g
- Fat: 20-30g

Plate/Bowl Counts:

- 2 bowls of food
- 1 bowl of soup

Main Colors of Food (HTML Color Codes):

- Noodles: #F5DEB3 (Wheat)
- Egg White: #FFFFFF (White)
- Egg Yolk: #FFD700 (Gold)
- Minced Meat: #8B4513 (SaddleBrown)
- Anchovies: #A0522D (Sienna)
- Green Onions: #228B22 (ForestGreen)
- Soup: #F5F5DC (Beige)",https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0770_1.webp,,#F5DEB3,#FFFFFF,#FFD700,#8B4513,#A0522D,#228B22,#F5F5DC,330,12,4.9,820,600,30,20,60,6,2,伝統ローカル料理,2人,恋人・配偶者
771,SG,南西地区,女性,29歳,"S$ 60,000 - 69,999",1,既婚,いない,管理職（課長クラス以上）,SEQ0771_1.webp,昼食中。ボーイフレンドと一緒にマレーシアに行き、ウッドファイヤーというレストランで。正確な日付は覚えていないが、水曜日だった。ウッドファイヤーはハンバーガーとフライドポテトの専門店,"Description of Food:

1. Cheese Steak Sandwich:
   - Ingredients: Bread, cheese, steak, mushrooms, onions.
   - Estimated Nutrients: 
     - Calories: ~700
     - Protein: ~40g
     - Carbs: ~50g
     - Fat: ~35g
   - Plate/Bowl Count: 1
   - Main Colors: 
     - Bread: #D2B48C
     - Cheese: #FFD700
     - Steak: #8B4513

2. Curly Fries:
   - Ingredients: Potatoes, oil, seasoning.
   - Estimated Nutrients (per serving):
     - Calories: ~300
     - Protein: ~4g
     - Carbs: ~35g
     - Fat: ~18g
   - Plate/Bowl Count: 2
   - Main Colors:
     - Fries: #FFA500

3. Burgers:
   - Ingredients: Bun, beef patty, lettuce, cheese, bacon, sauce.
   - Estimated Nutrients (per burger):
     - Calories: ~800
     - Protein: ~45g
     - Carbs: ~50g
     - Fat: ~50g
   - Plate/Bowl Count: 2
   - Main Colors:
     - Bun: #D2691E
     - Lettuce: #228B22
     - Cheese: #FFD700
     - Bacon: #8B0000

Overall Nutrient Estimate:
- Total Calories: ~3100
- Total Protein: ~138g
- Total Carbs: ~220g
- Total Fat: ~186g

Main Colors of Food:
- #D2B48C (Bread)
- #FFD700 (Cheese)
- #8B4513 (Steak)
- #FFA500 (Fries)
- #D2691E (Bun)
- #228B22 (Lettuce)
- #8B0000 (Bacon)",https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0771_1.webp,,#D2B48C,#FFD700,#8B4513,#FFA500,#D2691E,#228B22,#FFD700,375,10,2.8,520,700,40,35,50,5,1,洋食,1人,恋人・配偶者
772,SG,シンガポール中央地区,女性,33歳,"S$ 80,000 - 89,999",2,未婚,いない,管理職（課長クラス以上）,SEQ0772_1.webp,ダーティーダックと呼ばれる料理で、元同僚の友人たちと夕食に食べた。おもしろい梅ソースがかかっていて、鴨肉によく合う,"This dish appears to be grilled or roasted meat, possibly lamb or beef, served with a side of roasted or pickled vegetables.

Ingredients:
- Meat (lamb or beef)
- Herbs and spices (e.g., rosemary, thyme, salt, pepper)
- Olive oil or another cooking oil
- Vegetables (possibly onions or beets)

Estimated Nutrients (per serving):
- Calories: 400-600 kcal
- Protein: 30-40g
- Fat: 25-35g
- Carbohydrates: 5-15g

Plate/Bowl Count:
- 1 plate

Main Colors of Food:
- Dark brown (meat) - #654321
- Deep red (vegetables) - #8B0000
- Blue (plate) - #0000FF",https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0772_1.webp,,#654321,#8B0000,#0000FF,,,,,180,1,2.4,840,400,30,25,5,0.5,2,多国籍料理,2人,同僚
773,SG,北東地区,女性,33歳,"S$ 200,000 or more",3,既婚,いる,管理職（課長クラス以上）,SEQ0773_2.webp,バランスのとれたヘルシーな料理で、子どもたちも大好き,"This dish consists of scrambled eggs, sautéed vegetables, and ham with a sauce.

### Ingredients:
- Scrambled Eggs: Eggs, herbs (possibly parsley or chives).
- Sautéed Vegetables: Broccoli, red bell pepper, green bell pepper, yellow bell pepper, mushrooms.
- Ham with Sauce: Ham slices, possibly a mustard or creamy sauce.

### Estimated Nutrients:
- Calories: Approximately 400-600 kcal
- Protein: 30-40g
- Carbohydrates: 20-30g
- Fats: 25-35g

### Plate/Bowl Count:
- 1 plate

### Main Colors of Food:
- Scrambled Eggs: `#F5CBA7`
- Vegetables: 
  - Broccoli: `#228B22`
  - Red Bell Pepper: `#FF6347`
  - Green Bell Pepper: `#32CD32`
  - Yellow Bell Pepper: `#FFD700`
  - Mushrooms: `#D2B48C`
- Ham: `#D2691E`
- Sauce: `#D2B48C`",https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0773_2.webp,,#F5CBA7,#228B22,#FF6347,#32CD32,#FFD700,#D2B48C,#D2691E,225,4,2.3,710,500,30,25,20,2,1,洋食,1人,家族
774,SG,北東地区,女性,34歳,"S$ 150,000 - 199,999",3,未婚,いない,技術職（エンジニア、プログラマーなど）,SEQ0774_1.webp,短期休暇中の夕食。パートナーと一緒に食べた,"This image shows a hot pot meal setup with various ingredients.

Ingredients:
- Hot pot broth (in the pot)
- Lettuce
- Fish paste on a stick
- Assorted vegetables: corn, carrots, mushrooms, spinach
- Tofu
- Enoki mushrooms
- Sauce (in a small bowl)

Estimated Nutrients:
- Calories: ~400-600 kcal
- Protein: ~20-30g
- Carbohydrates: ~50-70g
- Fat: ~10-20g

Plate/Bowl Counts:
- 1 pot
- 2 bowls
- 1 small sauce dish

Main Colors of Food (HTML Color Codes):
- Green (Lettuce, Spinach): #228B22
- White (Tofu, Enoki Mushrooms): #FFFFFF
- Yellow (Corn): #FFD700
- Orange (Carrots): #FFA500
- Brown (Mushrooms): #8B4513

This setup is typical for a hot pot meal, where ingredients are cooked in the broth at the table.",https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0774_1.webp,,#228B22,#FFFFFF,#FFD700,#FFA500,#8B4513,,,240,10,2,710,400,20,10,50,5,2,伝統ローカル料理,2人,恋人・配偶者
775,SG,北西地区,女性,34歳,"S$ 100,000 - 124,999",2,既婚,いる,管理職（課長クラス以上）,SEQ0775_1.webp,平日の午後のランチ。ハンバーガーとフライドポテトが食べたかったので、この日はそれを食べた,"Description:

This is a fast-food meal consisting of:

1. Cheeseburger with Bacon:
   - Ingredients: Beef patty, cheese, bacon, bun, possibly lettuce, tomato, and condiments.
   - Estimated Nutrients: ~700 calories, 40g protein, 50g carbs, 40g fat.

2. Fried Chicken Sandwich:
   - Ingredients: Fried chicken patty, bun, coleslaw, possibly pickles and condiments.
   - Estimated Nutrients: ~600 calories, 30g protein, 60g carbs, 30g fat.

3. Cheese Fries:
   - Ingredients: Crinkle-cut fries, cheese sauce.
   - Estimated Nutrients: ~500 calories, 10g protein, 60g carbs, 25g fat.

4. Chicken Nuggets:
   - Ingredients: Breaded chicken pieces.
   - Estimated Nutrients: ~400 calories, 20g protein, 30g carbs, 25g fat.

5. Milkshake:
   - Ingredients: Ice cream, milk, flavoring.
   - Estimated Nutrients: ~600 calories, 15g protein, 80g carbs, 25g fat.

6. Soda:
   - Ingredients: Carbonated water, sugar, flavoring.
   - Estimated Nutrients: ~200 calories, 0g protein, 50g carbs, 0g fat.

Plate/Bowl Counts:
- 1 tray with multiple items.

Main Colors of Food (HTML Color Codes):
- Cheeseburger: #D2691E (brown), #FFD700 (yellow)
- Chicken Sandwich: #F5DEB3 (wheat), #8B4513 (saddle brown)
- Cheese Fries: #FFD700 (yellow), #F5DEB3 (wheat)
- Chicken Nuggets: #D2691E (brown)
- Milkshake: #FFF8DC (cornsilk), #8B4513 (saddle brown)
- Soda: #FF4500 (orange red)

These are rough estimates and can vary based on portion size and specific ingredients used.",https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0775_1.webp,,#D2691E,#FFD700,#F5DEB3,#8B4513,#FFD700,#F5DEB3,#D2691E,500,10,3.4,550,550,20,30,50,4,1,洋食,1人,自分
776,SG,北西地区,女性,35歳,"S$ 200,000 or more",3,既婚,いる,管理職（課長クラス以上）,SEQ0776_1.webp,"朝食
職場
一人で
食事とメールチェックを同時にしている
おかゆ
自分で","This appears to be a bowl of porridge or congee.

### Ingredients:
- Rice or oats
- Water or broth
- Optional: salt, sugar, or other seasonings

### Estimated Nutrients (per serving):
- Calories: 150-200 kcal
- Carbohydrates: 30-40g
- Protein: 3-5g
- Fat: 1-2g

### Plate/Bowl Count:
- 1 bowl

### Main Colors:
- Light beige (#F5F5DC)
- Light green spoon (#98FB98)",https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0776_1.webp,,#F5F5DC,#98FB98,,,,,,102,6,1.6,490,150,3,1,30,3,1,伝統ローカル料理,1人,自分
777,SG,シンガポール中央地区,女性,37歳,"S$ 125,000 - 149,999",2,既婚,いる,管理職（課長クラス以上）,SEQ0777_2.webp,今朝の自宅での私たち家族の朝食。バターを乗せたパンケーキ,"The image shows a single piece of bread, possibly a biscuit or scone, on a plate. There is a packet of salted butter next to it, along with a knife and fork.

Ingredients:
- Flour
- Baking powder
- Salt
- Butter
- Milk or water

Estimated Nutrients:
- Calories: ~150
- Carbohydrates: ~20g
- Protein: ~3g
- Fat: ~7g

Plate/Bowl Count:
- 1 plate

Main Colors of Food:
- Bread: `#F5DEB3` (Wheat)
- Butter packet: `#FFFFFF` (White) with `#0000FF` (Blue) text

The plate has a red rim and various colorful designs.",https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0777_2.webp,,#F5DEB3,#FFFFFF,#0000FF,,,,,90,4,1.9,470,150,3,7,20,2,4,洋食,4人以上,家族
778,SG,北西地区,女性,38歳,"S$ 90,000 - 99,999",2,既婚,いる,事務職（教員も含む）,SEQ0778_1.webp,家族と一緒にパリのリバークルーズでランチタイム,"This dish features a piece of chicken breast with a brown sauce, accompanied by mashed potatoes and a garnish on top. 

Ingredients:
- Chicken breast
- Brown sauce (possibly made with stock, flour, butter, and seasonings)
- Mashed potatoes (potatoes, butter, milk, salt)
- Garnish (possibly fried or baked vegetable)

Estimated Nutrients:
- Calories: ~600-800 kcal
- Protein: ~40-50g
- Carbohydrates: ~50-60g
- Fat: ~25-35g

Plate/Bowl Count:
- 1 plate

Main Colors of Food:
- Chicken and sauce: #A0522D (Sienna)
- Mashed potatoes: #F5DEB3 (Wheat)
- Plate: #4682B4 (Steel Blue)",https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0778_1.webp,,#A0522D,#F5DEB3,#4682B4,,,,,345,10,2.4,830,600,40,25,50,5,3,洋食,3人,家族
